gameid,winning_team_champions,losing_team_champions
10165-10165_game_2,"[47, 7, 156, 95, 117]","[55, 91, 155, 75, 90]"
10165-10165_game_3,"[12, 23, 53, 37, 90]","[1, 7, 156, 75, 31]"
10166-10166_game_1,"[47, 23, 155, 75, 31]","[1, 6, 53, 37, 90]"
10166-10166_game_2,"[78, 13, 156, 75, 10]","[12, 50, 155, 9, 31]"
10166-10166_game_3,"[78, 23, 53, 95, 90]","[82, 73, 155, 75, 100]"
10167-10167_game_1,"[47, 23, 156, 95, 41]","[22, 18, 53, 75, 51]"
10167-10167_game_2,"[12, 87, 36, 37, 90]","[133, 6, 48, 75, 31]"
10167-10167_game_3,"[148, 87, 36, 95, 51]","[110, 18, 53, 75, 41]"
10168-10168_game_1,"[110, 18, 155, 95, 143]","[82, 23, 47, 75, 90]"
10168-10168_game_2,"[12, 7, 155, 75, 161]","[110, 18, 47, 95, 31]"
10169-10169_game_1,"[110, 23, 53, 75, 90]","[47, 7, 156, 95, 114]"
10169-10169_game_2,"[12, 72, 48, 42, 41]","[82, 50, 155, 75, 51]"
10170-10170_game_1,"[55, 18, 155, 37, 90]","[110, 23, 156, 9, 38]"
10170-10170_game_2,"[110, 23, 155, 37, 90]","[88, 2, 53, 57, 31]"
10171-10171_game_1,"[110, 18, 53, 9, 31]","[47, 87, 156, 75, 10]"
10171-10171_game_2,"[32, 6, 77, 75, 161]","[110, 18, 155, 20, 101]"
10172-10172_game_1,"[1, 6, 155, 75, 90]","[78, 72, 12, 95, 51]"
10172-10172_game_2,"[110, 18, 53, 95, 31]","[47, 146, 155, 75, 90]"
10172-10172_game_3,"[82, 23, 155, 75, 90]","[12, 91, 156, 107, 10]"
10173-10173_game_1,"[110, 146, 156, 37, 90]","[1, 18, 53, 75, 155]"
10173-10173_game_2,"[1, 91, 156, 95, 51]","[47, 18, 53, 75, 90]"
10174-10174_game_1,"[39, 73, 53, 75, 61]","[47, 23, 36, 95, 161]"
10174-10174_game_2,"[12, 6, 8, 37, 90]","[78, 23, 156, 4, 5]"
10174-10174_game_3,"[12, 146, 155, 37, 10]","[78, 23, 156, 112, 90]"
10175-10175_game_1,"[47, 23, 155, 75, 90]","[78, 72, 48, 95, 117]"
10175-10175_game_2,"[12, 72, 48, 24, 54]","[82, 23, 155, 95, 90]"
10176-10176_game_1,"[78, 72, 48, 75, 51]","[110, 23, 156, 95, 41]"
10176-10176_game_2,"[78, 2, 53, 75, 161]","[70, 7, 155, 37, 90]"
10177-10177_game_1,"[47, 23, 155, 75, 51]","[12, 72, 53, 9, 161]"
10177-10177_game_2,"[12, 146, 53, 37, 161]","[17, 18, 8, 95, 51]"
10177-10177_game_3,"[12, 18, 155, 24, 54]","[17, 23, 53, 95, 41]"
10178-10178_game_1,"[82, 23, 156, 95, 51]","[12, 7, 155, 75, 90]"
10178-10178_game_2,"[17, 146, 156, 9, 31]","[12, 7, 155, 75, 90]"
10179-10179_game_1,"[47, 2, 156, 9, 31]","[22, 23, 29, 37, 90]"
10179-10179_game_2,"[55, 72, 141, 9, 10]","[110, 146, 53, 15, 16]"
10179-10179_game_3,"[133, 23, 36, 9, 31]","[49, 91, 155, 15, 16]"
10180-10180_game_1,"[110, 23, 47, 95, 161]","[32, 73, 155, 75, 61]"
10180-10180_game_2,"[17, 72, 48, 95, 51]","[49, 147, 155, 75, 31]"
10181-10181_game_1,"[55, 23, 53, 75, 114]","[12, 18, 156, 95, 51]"
10181-10181_game_2,"[55, 146, 156, 75, 25]","[12, 18, 8, 95, 100]"
10182-10182_game_1,"[110, 146, 156, 75, 90]","[47, 23, 53, 95, 51]"
10182-10182_game_2,"[1, 6, 53, 75, 10]","[110, 7, 47, 9, 31]"
10182-10182_game_3,"[110, 7, 53, 75, 51]","[47, 13, 156, 37, 90]"
10183-10183_game_1,"[47, 73, 53, 75, 31]","[12, 7, 155, 15, 16]"
10183-10183_game_2,"[12, 146, 53, 75, 90]","[47, 72, 48, 95, 31]"
10183-10183_game_3,"[82, 146, 53, 37, 90]","[12, 6, 155, 75, 31]"
10184-10184_game_1,"[2, 72, 48, 75, 90]","[47, 23, 156, 20, 101]"
10184-10184_game_2,"[110, 23, 156, 15, 16]","[12, 6, 3, 9, 31]"
10184-10184_game_3,"[47, 18, 53, 95, 51]","[110, 23, 155, 9, 90]"
10185-10185_game_1,"[12, 18, 71, 95, 59]","[47, 91, 29, 75, 51]"
10185-10185_game_2,"[78, 2, 155, 9, 31]","[49, 23, 12, 75, 90]"
10185-10185_game_3,"[12, 73, 155, 75, 61]","[47, 18, 53, 95, 90]"
10186-10186_game_1,"[12, 146, 155, 9, 31]","[78, 23, 47, 15, 16]"
10186-10186_game_2,"[47, 146, 53, 15, 16]","[1, 7, 155, 57, 161]"
10186-10186_game_3,"[78, 72, 48, 95, 161]","[26, 132, 12, 75, 51]"
10187-10187_game_1,"[1, 18, 102, 15, 16]","[110, 7, 53, 9, 31]"
10187-10187_game_2,"[49, 23, 53, 75, 51]","[78, 72, 48, 95, 100]"
10187-10187_game_3,"[49, 18, 155, 99, 161]","[47, 7, 53, 75, 10]"
10188-10188_game_1,"[12, 23, 155, 37, 90]","[78, 2, 53, 75, 31]"
10188-10188_game_2,"[55, 146, 155, 75, 90]","[110, 23, 53, 37, 61]"
10189-10189_game_1,"[12, 23, 155, 75, 25]","[78, 91, 53, 37, 90]"
10189-10189_game_2,"[47, 23, 155, 9, 51]","[12, 146, 53, 37, 90]"
10190-10190_game_1,"[32, 6, 12, 75, 10]","[70, 72, 155, 9, 51]"
10190-10190_game_2,"[70, 23, 155, 37, 61]","[22, 6, 12, 75, 100]"
10190-10190_game_3,"[110, 92, 12, 15, 161]","[47, 73, 155, 75, 61]"
10191-10191_game_1,"[47, 18, 8, 9, 31]","[110, 146, 155, 37, 90]"
10191-10191_game_2,"[82, 23, 53, 75, 10]","[78, 2, 47, 95, 161]"
10192-10192_game_1,"[1, 72, 48, 37, 51]","[47, 146, 53, 75, 100]"
10192-10192_game_2,"[17, 2, 155, 37, 51]","[12, 23, 53, 95, 90]"
10193-10193_game_1,"[78, 91, 156, 95, 61]","[82, 18, 47, 75, 161]"
10193-10193_game_2,"[55, 18, 8, 75, 25]","[12, 87, 53, 37, 90]"
10193-10193_game_3,"[12, 18, 53, 75, 90]","[47, 73, 59, 95, 51]"
10194-10194_game_1,"[82, 23, 47, 15, 16]","[12, 87, 155, 75, 51]"
10194-10194_game_2,"[47, 72, 48, 75, 90]","[2, 139, 155, 37, 51]"
10195-10195_game_1,"[12, 23, 53, 37, 51]","[17, 72, 48, 9, 90]"
10195-10195_game_2,"[12, 2, 53, 75, 31]","[78, 18, 8, 37, 90]"
10196-10196_game_1,"[55, 23, 53, 75, 51]","[110, 91, 155, 37, 90]"
10196-10196_game_2,"[2, 146, 155, 75, 90]","[1, 23, 53, 95, 51]"
10197-10197_game_1,"[17, 23, 53, 75, 51]","[12, 146, 77, 20, 161]"
10197-10197_game_2,"[43, 72, 48, 75, 51]","[12, 18, 47, 37, 41]"
10198-10198_game_1,"[47, 18, 29, 99, 161]","[1, 123, 155, 9, 10]"
10198-10198_game_2,"[88, 2, 156, 99, 90]","[12, 18, 155, 37, 101]"
10199-10199_game_1,"[2, 91, 47, 9, 51]","[12, 6, 155, 99, 10]"
10199-10199_game_2,"[12, 2, 155, 95, 51]","[82, 146, 47, 37, 90]"
10199-10199_game_3,"[47, 23, 53, 75, 31]","[110, 7, 155, 37, 90]"
10200-10200_game_1,"[43, 23, 53, 37, 161]","[1, 7, 12, 75, 31]"
10200-10200_game_2,"[110, 72, 48, 37, 61]","[55, 7, 156, 75, 161]"
10201-10201_game_1,"[17, 2, 53, 75, 51]","[12, 23, 71, 9, 100]"
10201-10201_game_2,"[82, 7, 71, 9, 51]","[12, 23, 53, 75, 31]"
10201-10201_game_3,"[78, 2, 53, 75, 161]","[12, 6, 48, 9, 10]"
10202-10202_game_1,"[55, 23, 53, 75, 31]","[110, 146, 155, 37, 90]"
10202-10202_game_2,"[47, 146, 155, 37, 90]","[110, 23, 53, 75, 31]"
10202-10202_game_3,"[110, 2, 53, 75, 31]","[47, 7, 155, 37, 90]"
10203-10203_game_1,"[55, 139, 155, 37, 90]","[12, 18, 53, 75, 114]"
10203-10203_game_2,"[12, 23, 53, 60, 90]","[82, 18, 3, 75, 61]"
10204-10204_game_1,"[12, 51, 53, 95, 161]","[78, 2, 102, 15, 16]"
10204-10204_game_2,"[110, 2, 71, 95, 51]","[47, 146, 155, 37, 90]"
10205-10205_game_1,"[47, 18, 29, 37, 90]","[22, 23, 155, 75, 114]"
10205-10205_game_2,"[110, 18, 8, 75, 31]","[17, 146, 47, 37, 90]"
10206-10206_game_1,"[78, 18, 155, 95, 117]","[82, 91, 47, 75, 51]"
10206-10206_game_2,"[43, 85, 48, 95, 51]","[110, 72, 71, 75, 100]"
10206-10206_game_3,"[78, 6, 155, 37, 90]","[12, 2, 53, 75, 51]"
10207-10207_game_1,"[12, 23, 155, 24, 54]","[19, 6, 53, 75, 90]"
10207-10207_game_2,"[47, 6, 27, 75, 161]","[1, 87, 53, 15, 16]"
10208-10208_game_1,"[12, 110, 71, 15, 16]","[55, 146, 156, 9, 161]"
10208-10208_game_2,"[110, 2, 81, 15, 16]","[43, 23, 156, 9, 161]"
10209-10209_game_1,"[43, 7, 36, 75, 90]","[12, 23, 156, 95, 61]"
10209-10209_game_2,"[43, 7, 155, 75, 10]","[12, 6, 71, 9, 51]"
10210-10210_game_1,"[1, 23, 155, 95, 90]","[43, 72, 71, 75, 51]"
10210-10210_game_2,"[43, 85, 8, 75, 61]","[55, 23, 36, 99, 161]"
10211-10211_game_1,"[1, 72, 48, 95, 51]","[32, 18, 53, 75, 90]"
10211-10211_game_2,"[1, 18, 53, 75, 31]","[49, 147, 99, 9, 10]"
10212-10212_game_1,"[12, 23, 155, 75, 100]","[17, 72, 48, 37, 51]"
10212-10212_game_2,"[55, 146, 36, 20, 51]","[47, 2, 71, 9, 10]"
10213-10213_game_1,"[12, 72, 48, 9, 100]","[88, 18, 155, 99, 51]"
10213-10213_game_2,"[12, 18, 155, 99, 61]","[17, 2, 36, 9, 143]"
10213-10213_game_3,"[43, 6, 36, 99, 90]","[12, 18, 155, 9, 51]"
10214-10214_game_1,"[12, 72, 99, 75, 31]","[17, 110, 36, 37, 90]"
10214-10214_game_2,"[12, 18, 155, 75, 31]","[82, 91, 53, 37, 90]"
10215-10215_game_1,"[43, 72, 48, 37, 10]","[1, 6, 36, 15, 16]"
10215-10215_game_2,"[1, 72, 48, 37, 161]","[43, 7, 155, 75, 51]"
10216-10216_game_1,"[55, 2, 99, 37, 90]","[43, 7, 36, 9, 31]"
10216-10216_game_2,"[12, 23, 53, 60, 90]","[43, 18, 158, 37, 51]"
10217-10217_game_1,"[1, 6, 36, 9, 51]","[43, 123, 99, 75, 10]"
10217-10217_game_2,"[12, 72, 99, 15, 16]","[43, 6, 29, 9, 31]"
10217-10217_game_3,"[43, 2, 36, 75, 61]","[12, 18, 53, 95, 90]"
10218-10218_game_1,"[78, 6, 71, 37, 90]","[47, 13, 156, 95, 31]"
10218-10218_game_2,"[43, 72, 156, 95, 31]","[1, 6, 71, 37, 90]"
10218-10218_game_3,"[1, 6, 71, 37, 90]","[43, 23, 156, 95, 31]"
10219-10219_game_1,"[43, 91, 47, 75, 51]","[49, 23, 155, 9, 100]"
10219-10219_game_2,"[17, 18, 155, 37, 90]","[12, 2, 47, 75, 25]"
10219-10219_game_3,"[12, 23, 156, 75, 90]","[49, 72, 48, 24, 54]"
10220-10220_game_1,"[47, 146, 155, 75, 31]","[43, 6, 48, 37, 90]"
10220-10220_game_2,"[12, 23, 155, 95, 41]","[78, 91, 47, 75, 51]"
10221-10221_game_1,"[43, 85, 53, 20, 61]","[49, 72, 48, 60, 90]"
10221-10221_game_2,"[43, 23, 77, 37, 90]","[12, 146, 155, 60, 51]"
10221-10221_game_3,"[47, 23, 156, 37, 90]","[1, 6, 36, 95, 51]"
10222-10222_game_1,"[26, 147, 156, 75, 51]","[12, 23, 36, 9, 90]"
10222-10222_game_2,"[1, 18, 53, 20, 61]","[47, 146, 155, 37, 90]"
10223-10223_game_1,"[78, 23, 8, 75, 38]","[12, 72, 48, 95, 114]"
10223-10223_game_2,"[125, 7, 53, 9, 51]","[110, 18, 40, 75, 90]"
10223-10223_game_3,"[17, 146, 53, 15, 16]","[151, 18, 29, 57, 31]"
10223-10223_game_4,"[1, 85, 77, 37, 51]","[47, 87, 12, 95, 117]"
10223-10223_game_5,"[49, 72, 48, 112, 96]","[26, 6, 155, 9, 31]"
10224-10224_game_1,"[12, 2, 40, 15, 161]","[151, 23, 36, 75, 61]"
10224-10224_game_2,"[133, 73, 59, 95, 117]","[1, 13, 8, 60, 51]"
10224-10224_game_3,"[49, 132, 119, 37, 90]","[97, 109, 12, 95, 114]"
10225-10225_game_1,"[47, 23, 155, 9, 90]","[55, 72, 48, 95, 38]"
10225-10225_game_2,"[47, 23, 77, 37, 90]","[17, 13, 53, 75, 31]"
10225-10225_game_3,"[110, 92, 77, 95, 100]","[22, 7, 8, 75, 51]"
10225-10225_game_4,"[82, 18, 155, 9, 31]","[55, 73, 8, 15, 16]"
10225-10225_game_5,"[43, 18, 29, 37, 51]","[110, 13, 71, 99, 41]"
10226-10226_game_1,"[47, 87, 8, 95, 41]","[49, 13, 53, 75, 31]"
10226-10226_game_2,"[32, 72, 53, 75, 61]","[12, 91, 8, 95, 114]"
10226-10226_game_3,"[17, 7, 77, 60, 61]","[12, 146, 83, 9, 31]"
10226-10226_game_4,"[110, 13, 77, 15, 16]","[26, 146, 45, 37, 90]"
10227-10227_game_1,"[47, 23, 51, 75, 117]","[110, 18, 155, 95, 100]"
10227-10227_game_2,"[125, 18, 53, 15, 16]","[47, 23, 77, 75, 161]"
10227-10227_game_3,"[1, 6, 53, 9, 10]","[133, 13, 45, 4, 5]"
10227-10227_game_4,"[78, 72, 99, 24, 79]","[12, 87, 44, 37, 90]"
10228-10228_game_1,"[55, 146, 36, 75, 51]","[103, 23, 155, 95, 114]"
10228-10228_game_2,"[151, 85, 12, 75, 51]","[78, 23, 53, 95, 100]"
10228-10228_game_3,"[1, 13, 98, 107, 90]","[78, 7, 53, 37, 38]"
10228-10228_game_4,"[49, 73, 89, 9, 10]","[32, 72, 8, 57, 31]"
10229-10229_game_1,"[55, 123, 53, 75, 161]","[12, 146, 156, 15, 16]"
10229-10229_game_2,"[1, 85, 110, 95, 38]","[47, 23, 44, 9, 10]"
10229-10229_game_3,"[12, 66, 155, 37, 90]","[47, 13, 8, 9, 31]"
10229-10229_game_4,"[82, 23, 53, 75, 90]","[17, 13, 59, 24, 31]"
10229-10229_game_5,"[1, 6, 133, 15, 16]","[78, 3, 59, 112, 51]"
10230-10230_game_1,"[22, 18, 3, 95, 38]","[110, 23, 155, 75, 117]"
10230-10230_game_2,"[1, 6, 8, 15, 16]","[47, 156, 110, 37, 90]"
10230-10230_game_3,"[55, 23, 53, 75, 100]","[47, 18, 77, 95, 25]"
10230-10230_game_4,"[17, 13, 59, 60, 61]","[12, 72, 48, 57, 31]"
10231-10231_game_1,"[49, 13, 156, 95, 100]","[78, 23, 53, 75, 51]"
10231-10231_game_2,"[110, 87, 155, 57, 161]","[82, 13, 8, 9, 10]"
10231-10231_game_3,"[1, 23, 53, 9, 38]","[12, 7, 36, 95, 100]"
10232-10232_game_1,"[55, 73, 155, 95, 51]","[1, 13, 59, 75, 41]"
10232-10232_game_2,"[88, 13, 59, 75, 90]","[55, 7, 156, 95, 38]"
10232-10232_game_3,"[12, 23, 14, 37, 90]","[110, 132, 43, 15, 16]"
10232-10232_game_4,"[47, 2, 53, 9, 51]","[17, 7, 44, 37, 10]"
10232-10232_game_5,"[17, 73, 155, 4, 10]","[78, 18, 53, 24, 100]"
10233-10233_game_1,"[110, 23, 156, 75, 114]","[88, 13, 53, 95, 38]"
10233-10233_game_2,"[1, 23, 155, 75, 51]","[12, 66, 53, 15, 16]"
10233-10233_game_3,"[125, 92, 12, 9, 100]","[1, 6, 29, 20, 51]"
10233-10233_game_4,"[43, 85, 110, 37, 61]","[47, 109, 91, 95, 38]"
10234-10234_game_1,"[12, 73, 59, 75, 96]","[17, 18, 53, 95, 90]"
10234-10234_game_2,"[12, 13, 155, 75, 114]","[82, 23, 53, 95, 100]"
10234-10234_game_3,"[43, 23, 47, 9, 38]","[32, 6, 14, 107, 10]"
10234-10234_game_4,"[1, 3, 55, 37, 51]","[17, 91, 155, 9, 38]"
10238-10238_game_1,"[12, 91, 155, 9, 10]","[88, 23, 71, 75, 31]"
10238-10238_game_2,"[12, 146, 156, 107, 51]","[82, 23, 53, 75, 161]"
10238-10238_game_3,"[47, 18, 83, 37, 90]","[1, 6, 8, 57, 161]"
10239-10239_game_1,"[12, 146, 53, 37, 90]","[55, 23, 155, 75, 114]"
10239-10239_game_2,"[82, 7, 155, 95, 31]","[1, 6, 53, 9, 51]"
10240-10240_game_1,"[78, 23, 155, 75, 38]","[43, 146, 125, 9, 10]"
10240-10240_game_2,"[125, 91, 53, 37, 61]","[1, 18, 36, 107, 31]"
10241-10241_game_1,"[43, 23, 156, 15, 16]","[55, 72, 104, 75, 161]"
10241-10241_game_2,"[1, 18, 3, 99, 161]","[43, 92, 27, 9, 10]"
10242-10242_game_1,"[110, 13, 155, 9, 31]","[17, 23, 47, 15, 16]"
10242-10242_game_2,"[47, 72, 48, 60, 61]","[43, 139, 53, 37, 90]"
10243-10243_game_1,"[78, 2, 155, 75, 161]","[43, 18, 8, 9, 10]"
10243-10243_game_2,"[1, 6, 48, 24, 54]","[47, 72, 27, 20, 51]"
10244-10244_game_1,"[12, 72, 3, 75, 161]","[1, 23, 98, 9, 10]"
10244-10244_game_2,"[43, 18, 71, 107, 90]","[47, 73, 59, 37, 38]"
10244-10244_game_3,"[43, 13, 53, 15, 16]","[55, 73, 81, 112, 51]"
10245-10245_game_1,"[47, 23, 155, 75, 161]","[17, 110, 53, 9, 10]"
10245-10245_game_2,"[17, 146, 53, 37, 90]","[115, 18, 155, 15, 16]"
10246-10246_game_1,"[55, 73, 155, 75, 51]","[12, 13, 47, 15, 16]"
10246-10246_game_2,"[82, 13, 53, 37, 90]","[1, 23, 8, 9, 31]"
10247-10247_game_1,"[12, 23, 156, 37, 90]","[43, 72, 36, 75, 51]"
10247-10247_game_2,"[110, 18, 71, 95, 161]","[43, 146, 36, 75, 10]"
10247-10247_game_3,"[12, 73, 155, 99, 10]","[2, 72, 71, 9, 31]"
10248-10248_game_1,"[55, 18, 53, 95, 31]","[39, 23, 29, 75, 25]"
10248-10248_game_2,"[82, 109, 110, 37, 61]","[1, 73, 155, 20, 161]"
10249-10249_game_1,"[55, 72, 99, 15, 16]","[43, 87, 155, 75, 161]"
10249-10249_game_2,"[82, 23, 8, 9, 10]","[2, 7, 53, 37, 90]"
10250-10250_game_1,"[1, 23, 36, 24, 54]","[43, 72, 48, 37, 90]"
10250-10250_game_2,"[47, 146, 155, 20, 61]","[22, 13, 53, 75, 161]"
10251-10251_game_1,"[43, 18, 3, 9, 10]","[1, 6, 53, 75, 161]"
10251-10251_game_2,"[78, 146, 155, 15, 16]","[12, 2, 8, 37, 90]"
10251-10251_game_3,"[49, 18, 29, 9, 10]","[110, 7, 155, 15, 16]"
10252-10252_game_1,"[55, 23, 53, 15, 16]","[12, 2, 29, 75, 51]"
10252-10252_game_2,"[43, 2, 47, 75, 161]","[17, 7, 155, 37, 90]"
10253-10253_game_1,"[12, 146, 53, 75, 161]","[82, 91, 155, 15, 16]"
10253-10253_game_2,"[55, 72, 129, 9, 100]","[43, 139, 36, 74, 51]"
10254-10254_game_1,"[43, 72, 3, 75, 100]","[78, 85, 44, 37, 51]"
10254-10254_game_2,"[12, 18, 53, 9, 10]","[110, 23, 155, 20, 38]"
10255-10255_game_1,"[43, 18, 53, 37, 90]","[1, 6, 102, 75, 31]"
10255-10255_game_2,"[55, 23, 40, 75, 38]","[43, 18, 71, 37, 90]"
10256-10256_game_1,"[55, 23, 36, 75, 51]","[43, 2, 3, 9, 31]"
10256-10256_game_2,"[49, 23, 155, 75, 51]","[125, 87, 53, 37, 61]"
10256-10256_game_3,"[43, 91, 155, 95, 114]","[12, 7, 8, 60, 38]"
10257-10257_game_1,"[1, 146, 156, 74, 51]","[12, 72, 99, 79, 38]"
10257-10257_game_2,"[17, 6, 29, 37, 90]","[12, 13, 155, 107, 41]"
10257-10257_game_3,"[55, 23, 60, 24, 61]","[47, 146, 36, 9, 31]"
10258-10258_game_1,"[43, 72, 48, 60, 41]","[12, 23, 36, 24, 54]"
10258-10258_game_2,"[1, 13, 155, 99, 161]","[43, 6, 29, 75, 61]"
10259-10259_game_1,"[78, 72, 48, 75, 90]","[43, 23, 158, 60, 51]"
10259-10259_game_2,"[12, 6, 3, 75, 161]","[43, 18, 53, 15, 16]"
10259-10259_game_3,"[1, 6, 29, 99, 31]","[55, 18, 53, 24, 96]"
10260-10260_game_1,"[133, 91, 156, 37, 90]","[110, 23, 36, 75, 161]"
10260-10260_game_2,"[1, 2, 12, 24, 117]","[88, 18, 53, 37, 90]"
10261-10261_game_1,"[55, 13, 155, 15, 161]","[43, 6, 44, 20, 51]"
10261-10261_game_2,"[12, 87, 53, 79, 51]","[78, 2, 8, 75, 25]"
10262-10262_game_1,"[1, 6, 3, 75, 38]","[43, 23, 53, 95, 51]"
10262-10262_game_2,"[12, 23, 83, 99, 161]","[17, 7, 155, 20, 61]"
10263-10263_game_1,"[1, 72, 48, 37, 90]","[12, 23, 53, 60, 51]"
10263-10263_game_2,"[43, 6, 71, 75, 161]","[55, 72, 48, 99, 61]"
10264-10264_game_1,"[1, 91, 155, 75, 90]","[78, 18, 36, 60, 41]"
10264-10264_game_2,"[12, 72, 141, 60, 51]","[125, 2, 99, 75, 90]"
10265-10265_game_1,"[43, 18, 53, 95, 51]","[1, 6, 48, 37, 38]"
10265-10265_game_2,"[82, 23, 71, 60, 96]","[12, 13, 155, 75, 161]"
10266-10266_game_1,"[55, 87, 155, 75, 90]","[43, 72, 48, 9, 10]"
10266-10266_game_2,"[110, 146, 36, 37, 41]","[12, 2, 99, 60, 38]"
10267-10267_game_1,"[55, 87, 36, 37, 90]","[12, 73, 156, 15, 51]"
10267-10267_game_2,"[133, 91, 155, 107, 61]","[12, 6, 71, 99, 38]"
10267-10267_game_3,"[78, 23, 155, 79, 161]","[82, 18, 8, 74, 90]"
10268-10268_game_1,"[55, 23, 155, 75, 90]","[78, 3, 110, 95, 96]"
10268-10268_game_2,"[82, 91, 36, 75, 90]","[12, 18, 40, 37, 38]"
10268-10268_game_3,"[17, 13, 53, 99, 51]","[49, 23, 155, 60, 35]"
10269-10269_game_1,"[1, 6, 83, 75, 100]","[43, 23, 155, 60, 38]"
10269-10269_game_2,"[82, 139, 155, 20, 161]","[12, 7, 53, 112, 96]"
10270-10270_game_1,"[82, 72, 48, 37, 51]","[12, 23, 155, 60, 41]"
10270-10270_game_2,"[55, 146, 53, 20, 114]","[43, 3, 141, 37, 51]"
10271-10271_game_1,"[55, 146, 53, 15, 96]","[12, 73, 59, 24, 117]"
10271-10271_game_2,"[133, 85, 27, 37, 90]","[43, 72, 48, 60, 38]"
10271-10271_game_3,"[78, 2, 36, 75, 96]","[12, 23, 156, 79, 54]"
10272-10272_game_1,"[110, 146, 53, 75, 51]","[43, 13, 155, 99, 161]"
10272-10272_game_2,"[1, 6, 129, 60, 61]","[55, 7, 71, 37, 90]"
10272-10272_game_3,"[12, 87, 29, 60, 61]","[55, 91, 83, 135, 38]"
10273-10273_game_1,"[1, 23, 59, 60, 96]","[125, 146, 155, 112, 38]"
10273-10273_game_2,"[1, 72, 48, 9, 161]","[82, 6, 27, 37, 61]"
10273-10273_game_3,"[110, 92, 29, 20, 51]","[49, 87, 12, 75, 67]"
10274-10274_game_1,"[12, 6, 99, 24, 38]","[17, 72, 48, 112, 96]"
10274-10274_game_2,"[43, 23, 155, 37, 61]","[55, 2, 8, 75, 38]"
10275-10275_game_1,"[43, 93, 29, 37, 90]","[1, 6, 71, 60, 51]"
10275-10275_game_2,"[12, 91, 156, 99, 61]","[55, 23, 71, 15, 161]"
10275-10275_game_3,"[78, 18, 155, 99, 96]","[43, 72, 45, 75, 38]"
10276-10276_game_1,"[17, 91, 156, 60, 41]","[12, 146, 36, 4, 96]"
10276-10276_game_2,"[26, 6, 48, 75, 90]","[78, 72, 99, 79, 54]"
10277-10277_game_1,"[43, 18, 53, 95, 51]","[55, 23, 155, 75, 38]"
10277-10277_game_2,"[1, 13, 36, 37, 90]","[12, 23, 77, 60, 96]"
10277-10277_game_3,"[55, 92, 99, 24, 54]","[110, 109, 91, 20, 41]"
10278-10278_game_1,"[43, 18, 53, 60, 38]","[78, 23, 155, 37, 96]"
10278-10278_game_2,"[1, 6, 71, 75, 38]","[55, 126, 99, 24, 51]"
10278-10278_game_3,"[55, 18, 53, 60, 51]","[17, 6, 12, 37, 96]"
10279-10279_game_1,"[49, 91, 45, 37, 90]","[43, 6, 29, 60, 96]"
10279-10279_game_2,"[115, 23, 155, 24, 54]","[133, 85, 27, 60, 41]"
10279-10279_game_3,"[1, 92, 99, 112, 51]","[55, 72, 48, 75, 114]"
10280-10280_game_1,"[43, 6, 155, 95, 38]","[1, 23, 8, 75, 114]"
10280-10280_game_2,"[55, 18, 53, 75, 51]","[43, 7, 156, 37, 90]"
10281-10281_game_1,"[43, 23, 8, 75, 114]","[12, 73, 155, 79, 100]"
10281-10281_game_2,"[55, 85, 48, 24, 96]","[82, 87, 83, 15, 161]"
10281-10281_game_3,"[133, 72, 99, 79, 51]","[1, 7, 53, 60, 38]"
10282-10282_game_1,"[43, 6, 71, 107, 96]","[12, 72, 48, 75, 161]"
10282-10282_game_2,"[17, 6, 99, 60, 96]","[12, 23, 8, 15, 51]"
10282-10282_game_3,"[47, 85, 53, 95, 51]","[1, 92, 99, 37, 90]"
10283-10283_game_1,"[49, 73, 12, 15, 38]","[17, 23, 141, 60, 96]"
10283-10283_game_2,"[43, 85, 27, 37, 90]","[47, 6, 48, 75, 25]"
10284-10284_game_1,"[1, 23, 71, 75, 90]","[43, 6, 53, 99, 161]"
10284-10284_game_2,"[43, 6, 99, 37, 51]","[1, 18, 155, 60, 41]"
10285-10285_game_1,"[78, 23, 155, 60, 38]","[12, 18, 53, 99, 96]"
10285-10285_game_2,"[43, 23, 133, 95, 90]","[49, 13, 53, 75, 161]"
10285-10285_game_3,"[55, 146, 40, 75, 114]","[1, 2, 36, 24, 100]"
10286-10286_game_1,"[55, 146, 53, 95, 51]","[43, 6, 48, 24, 96]"
10286-10286_game_2,"[12, 87, 71, 60, 21]","[78, 7, 53, 75, 90]"
10287-10287_game_1,"[43, 6, 71, 4, 38]","[17, 13, 53, 95, 161]"
10287-10287_game_2,"[55, 23, 36, 60, 38]","[78, 92, 99, 37, 96]"
10287-10287_game_3,"[12, 146, 83, 75, 96]","[17, 91, 155, 112, 51]"
10288-10288_game_1,"[49, 18, 53, 60, 96]","[78, 2, 71, 37, 51]"
10288-10288_game_2,"[1, 23, 155, 24, 54]","[43, 85, 59, 37, 90]"
10288-10288_game_3,"[82, 23, 29, 75, 51]","[12, 18, 3, 60, 90]"
10289-10289_game_1,"[43, 73, 155, 99, 161]","[12, 6, 71, 60, 61]"
10289-10289_game_2,"[17, 23, 3, 75, 96]","[12, 7, 53, 37, 90]"
10289-10289_game_3,"[49, 87, 8, 24, 96]","[1, 7, 53, 99, 38]"
10290-10290_game_1,"[2, 73, 59, 42, 96]","[17, 13, 155, 37, 38]"
10290-10290_game_2,"[43, 7, 71, 60, 101]","[1, 73, 53, 94, 106]"
