gameid,winning_team_champions,losing_team_champions
ESPORTSTMNT01_3366489,"[12, 23, 102, 9, 10]","[1, 7, 53, 75, 51]"
ESPORTSTMNT01_3366501,"[47, 2, 53, 9, 10]","[78, 18, 36, 15, 161]"
ESPORTSTMNT01_3366502,"[55, 72, 48, 24, 31]","[17, 6, 12, 75, 161]"
ESPORTSTMNT01_3366513,"[12, 91, 47, 9, 161]","[78, 23, 108, 30, 10]"
ESPORTSTMNT01_3366569,"[133, 18, 155, 75, 10]","[12, 23, 59, 95, 161]"
ESPORTSTMNT01_3366794,"[110, 7, 155, 75, 10]","[17, 146, 12, 15, 16]"
ESPORTSTMNT01_3366804,"[1, 6, 155, 75, 10]","[47, 23, 53, 9, 31]"
ESPORTSTMNT01_3366859,"[110, 18, 53, 75, 38]","[58, 123, 77, 95, 51]"
ESPORTSTMNT01_3366887,"[58, 23, 155, 9, 90]","[47, 7, 81, 75, 161]"
ESPORTSTMNT01_3366890,"[12, 146, 8, 24, 161]","[55, 7, 156, 95, 31]"
ESPORTSTMNT01_3366904,"[78, 18, 102, 15, 16]","[55, 47, 119, 4, 5]"
ESPORTSTMNT01_3366944,"[110, 87, 53, 9, 161]","[17, 7, 47, 75, 10]"
ESPORTSTMNT01_3367113,"[48, 18, 53, 42, 51]","[82, 130, 155, 75, 31]"
ESPORTSTMNT01_3367147,"[78, 23, 53, 37, 90]","[12, 6, 155, 9, 51]"
ESPORTSTMNT01_3367222,"[12, 146, 47, 75, 61]","[82, 7, 155, 30, 161]"
ESPORTSTMNT01_3367228,"[151, 6, 48, 57, 161]","[12, 146, 47, 75, 10]"
ESPORTSTMNT01_3367287,"[110, 72, 27, 4, 5]","[88, 47, 48, 42, 41]"
ESPORTSTMNT01_3367400,"[58, 23, 108, 9, 31]","[12, 13, 53, 15, 10]"
ESPORTSTMNT01_3367459,"[47, 23, 108, 75, 161]","[78, 87, 155, 9, 31]"
ESPORTSTMNT01_3367468,"[47, 7, 156, 15, 16]","[133, 72, 12, 75, 161]"
ESPORTSTMNT01_3367483,"[1, 6, 53, 75, 161]","[110, 51, 108, 15, 16]"
ESPORTSTMNT01_3367502,"[1, 72, 155, 95, 100]","[12, 7, 8, 42, 61]"
ESPORTSTMNT01_3367579,"[12, 146, 155, 9, 10]","[1, 23, 53, 75, 51]"
ESPORTSTMNT01_3367587,"[43, 72, 8, 95, 31]","[12, 146, 47, 9, 90]"
ESPORTSTMNT01_3367620,"[151, 47, 12, 75, 31]","[110, 7, 155, 15, 161]"
ESPORTSTMNT01_3367727,"[58, 23, 53, 9, 90]","[43, 72, 48, 4, 5]"
ESPORTSTMNT01_3367751,"[110, 72, 47, 95, 31]","[2, 91, 155, 75, 51]"
ESPORTSTMNT01_3367768,"[110, 23, 155, 75, 31]","[12, 123, 47, 37, 90]"
ESPORTSTMNT01_3367798,"[2, 73, 155, 15, 16]","[82, 23, 47, 9, 31]"
ESPORTSTMNT01_3367854,"[43, 6, 29, 75, 161]","[110, 23, 71, 15, 16]"
ESPORTSTMNT01_3367920,"[1, 6, 12, 37, 90]","[82, 23, 45, 9, 10]"
ESPORTSTMNT01_3367923,"[110, 23, 47, 95, 31]","[1, 6, 71, 75, 161]"
ESPORTSTMNT01_3367984,"[12, 146, 53, 57, 161]","[82, 7, 155, 75, 10]"
ESPORTSTMNT01_3367991,"[1, 6, 53, 106, 87]","[47, 93, 3, 9, 10]"
ESPORTSTMNT01_3368099,"[48, 6, 83, 4, 10]","[115, 91, 156, 75, 90]"
ESPORTSTMNT01_3368322,"[47, 18, 44, 75, 10]","[58, 72, 48, 24, 90]"
ESPORTSTMNT01_3368381,"[1, 7, 155, 75, 61]","[12, 62, 59, 95, 161]"
ESPORTSTMNT01_3368401,"[17, 23, 155, 95, 41]","[12, 146, 53, 75, 31]"
ESPORTSTMNT01_3368414,"[47, 146, 155, 75, 161]","[12, 73, 8, 94, 106]"
ESPORTSTMNT01_3368425,"[47, 73, 77, 95, 38]","[58, 18, 53, 75, 51]"
ESPORTSTMNT01_3368445,"[12, 123, 108, 4, 90]","[58, 18, 53, 75, 51]"
ESPORTSTMNT01_3368490,"[47, 18, 8, 75, 51]","[78, 72, 12, 9, 31]"
ESPORTSTMNT01_3368500,"[78, 18, 40, 9, 161]","[1, 23, 36, 75, 10]"
ESPORTSTMNT01_3368508,"[47, 123, 155, 15, 16]","[12, 7, 53, 75, 31]"
ESPORTSTMNT01_3368516,"[32, 6, 71, 75, 161]","[12, 18, 155, 95, 31]"
ESPORTSTMNT01_3368555,"[78, 72, 8, 95, 51]","[1, 6, 48, 75, 90]"
ESPORTSTMNT01_3368773,"[47, 7, 53, 75, 51]","[12, 23, 77, 9, 10]"
ESPORTSTMNT01_3368812,"[47, 73, 155, 75, 51]","[12, 7, 156, 9, 10]"
ESPORTSTMNT01_3368835,"[49, 73, 51, 75, 161]","[12, 62, 8, 15, 16]"
ESPORTSTMNT01_3368850,"[122, 7, 47, 75, 143]","[58, 72, 155, 9, 90]"
ESPORTSTMNT01_3368851,"[47, 18, 102, 9, 31]","[78, 123, 8, 4, 10]"
ESPORTSTMNT01_3368879,"[17, 23, 155, 75, 114]","[12, 18, 89, 95, 90]"
ESPORTSTMNT01_3368905,"[1, 72, 48, 75, 51]","[58, 6, 53, 69, 100]"
ESPORTSTMNT01_3368908,"[110, 87, 53, 57, 161]","[82, 23, 47, 75, 10]"
ESPORTSTMNT01_3368936,"[47, 87, 53, 75, 31]","[82, 7, 155, 9, 10]"
ESPORTSTMNT01_3368985,"[82, 6, 53, 9, 51]","[2, 123, 47, 75, 10]"
ESPORTSTMNT01_3369167,"[12, 72, 53, 74, 61]","[17, 23, 36, 75, 114]"
ESPORTSTMNT01_3369217,"[55, 72, 81, 75, 61]","[110, 23, 94, 57, 161]"
ESPORTSTMNT01_3369306,"[47, 91, 53, 95, 161]","[12, 18, 155, 75, 90]"
ESPORTSTMNT01_3369308,"[78, 87, 47, 15, 16]","[22, 6, 155, 37, 90]"
ESPORTSTMNT01_3369332,"[47, 73, 53, 37, 161]","[55, 18, 155, 75, 31]"
ESPORTSTMNT01_3369349,"[12, 73, 44, 9, 10]","[43, 72, 8, 75, 61]"
ESPORTSTMNT01_3369350,"[49, 18, 42, 75, 51]","[130, 123, 156, 9, 31]"
ESPORTSTMNT01_3369362,"[130, 18, 53, 9, 31]","[58, 72, 155, 75, 51]"
ESPORTSTMNT01_3369393,"[78, 18, 156, 95, 51]","[12, 2, 71, 75, 100]"
ESPORTSTMNT01_3369398,"[43, 72, 47, 75, 161]","[78, 33, 53, 24, 51]"
ESPORTSTMNT01_3369408,"[55, 91, 53, 95, 161]","[12, 146, 36, 75, 51]"
ESPORTSTMNT01_3369472,"[12, 18, 44, 75, 114]","[2, 128, 53, 95, 51]"
ESPORTSTMNT01_3369480,"[55, 72, 53, 75, 31]","[47, 6, 71, 15, 16]"
ESPORTSTMNT01_3369487,"[78, 7, 155, 37, 90]","[12, 87, 47, 75, 31]"
ESPORTSTMNT01_3369507,"[47, 18, 156, 95, 100]","[78, 23, 155, 37, 51]"
ESPORTSTMNT01_3369698,"[82, 23, 155, 24, 51]","[12, 18, 8, 75, 25]"
ESPORTSTMNT01_3369705,"[2, 23, 71, 37, 31]","[78, 18, 53, 9, 86]"
ESPORTSTMNT01_3369750,"[103, 62, 8, 15, 161]","[12, 23, 150, 24, 90]"
ESPORTSTMNT01_3369825,"[43, 73, 155, 15, 16]","[12, 18, 8, 37, 90]"
ESPORTSTMNT01_3369830,"[17, 50, 29, 75, 51]","[148, 92, 19, 95, 10]"
ESPORTSTMNT01_3369861,"[82, 23, 53, 75, 90]","[110, 18, 155, 57, 31]"
ESPORTSTMNT01_3369886,"[82, 23, 155, 9, 90]","[49, 87, 53, 75, 51]"
ESPORTSTMNT01_3370334,"[49, 50, 51, 75, 10]","[12, 139, 71, 9, 161]"
ESPORTSTMNT01_3370344,"[110, 146, 8, 15, 16]","[58, 18, 47, 9, 31]"
ESPORTSTMNT01_3370369,"[43, 6, 155, 95, 10]","[12, 23, 53, 75, 31]"
ESPORTSTMNT01_3370375,"[1, 18, 53, 75, 143]","[47, 23, 8, 37, 90]"
ESPORTSTMNT01_3370396,"[12, 18, 53, 69, 10]","[47, 146, 77, 75, 38]"
ESPORTSTMNT01_3370411,"[17, 23, 156, 75, 31]","[12, 147, 155, 95, 161]"
ESPORTSTMNT01_3370513,"[12, 128, 53, 9, 38]","[43, 7, 77, 75, 76]"
ESPORTSTMNT01_3370547,"[78, 18, 53, 37, 51]","[47, 73, 45, 75, 90]"
ESPORTSTMNT01_3370548,"[108, 72, 48, 75, 5]","[12, 7, 155, 24, 54]"
ESPORTSTMNT01_3370706,"[12, 7, 8, 75, 10]","[1, 13, 29, 9, 31]"
ESPORTSTMNT01_3370745,"[110, 18, 155, 24, 61]","[12, 23, 156, 75, 161]"
ESPORTSTMNT01_3370821,"[82, 18, 3, 75, 51]","[12, 23, 155, 9, 31]"
ESPORTSTMNT01_3370824,"[32, 18, 81, 95, 31]","[55, 91, 29, 37, 161]"
ESPORTSTMNT01_3370857,"[12, 87, 8, 95, 161]","[47, 7, 53, 75, 51]"
ESPORTSTMNT01_3370894,"[49, 18, 47, 75, 51]","[88, 23, 155, 95, 90]"
ESPORTSTMNT01_3370925,"[12, 72, 48, 37, 51]","[47, 18, 53, 75, 10]"
ESPORTSTMNT01_3371090,"[17, 23, 8, 15, 16]","[12, 72, 155, 75, 31]"
ESPORTSTMNT01_3371208,"[32, 72, 53, 9, 51]","[78, 6, 94, 20, 25]"
ESPORTSTMNT01_3371264,"[12, 18, 53, 95, 161]","[47, 146, 155, 75, 10]"
ESPORTSTMNT01_3371339,"[12, 146, 155, 24, 161]","[110, 87, 53, 15, 16]"
ESPORTSTMNT01_3371349,"[12, 18, 156, 9, 31]","[47, 146, 155, 75, 51]"
ESPORTSTMNT01_3371353,"[47, 18, 108, 75, 161]","[78, 23, 155, 20, 93]"
ESPORTSTMNT01_3371354,"[26, 18, 36, 9, 10]","[110, 23, 47, 95, 114]"
ESPORTSTMNT01_3371446,"[43, 72, 53, 75, 31]","[47, 6, 71, 15, 16]"
ESPORTSTMNT01_3371532,"[49, 87, 47, 9, 10]","[1, 6, 155, 75, 31]"
ESPORTSTMNT01_3371582,"[12, 6, 89, 75, 114]","[78, 72, 53, 74, 51]"
ESPORTSTMNT01_3371626,"[78, 2, 53, 95, 31]","[110, 23, 36, 75, 61]"
ESPORTSTMNT01_3371651,"[2, 6, 53, 9, 10]","[67, 72, 77, 15, 16]"
ESPORTSTMNT01_3371674,"[78, 91, 47, 9, 31]","[12, 146, 155, 75, 10]"
ESPORTSTMNT01_3371702,"[47, 72, 48, 15, 16]","[55, 23, 53, 75, 51]"
ESPORTSTMNT01_3371741,"[110, 72, 48, 75, 10]","[55, 18, 81, 15, 16]"
ESPORTSTMNT01_3371856,"[82, 18, 53, 75, 31]","[49, 23, 3, 9, 90]"
ESPORTSTMNT01_3371863,"[5, 2, 108, 15, 16]","[17, 18, 53, 9, 31]"
ESPORTSTMNT01_3371877,"[58, 23, 47, 95, 90]","[12, 123, 155, 75, 61]"
ESPORTSTMNT01_3371885,"[1, 6, 155, 75, 161]","[47, 72, 48, 95, 31]"
ESPORTSTMNT01_3371891,"[58, 18, 53, 37, 90]","[12, 23, 155, 15, 16]"
ESPORTSTMNT01_3371906,"[12, 6, 44, 9, 10]","[88, 7, 53, 95, 51]"
ESPORTSTMNT01_3372029,"[47, 7, 155, 75, 61]","[82, 23, 53, 37, 90]"
ESPORTSTMNT01_3372080,"[47, 73, 44, 95, 114]","[110, 50, 98, 94, 51]"
ESPORTSTMNT01_3372092,"[1, 6, 99, 75, 161]","[2, 23, 155, 113, 10]"
ESPORTSTMNT01_3372094,"[110, 72, 53, 9, 90]","[17, 13, 77, 95, 31]"
ESPORTSTMNT01_3372299,"[82, 6, 27, 15, 16]","[47, 23, 156, 75, 10]"
ESPORTSTMNT01_3372328,"[1, 18, 36, 75, 31]","[55, 72, 81, 15, 16]"
ESPORTSTMNT01_3372346,"[82, 18, 108, 75, 51]","[49, 91, 53, 9, 10]"
ESPORTSTMNT01_3372372,"[78, 73, 44, 75, 161]","[47, 72, 3, 15, 16]"
ESPORTSTMNT01_3372407,"[78, 72, 27, 95, 117]","[1, 23, 102, 37, 90]"
ESPORTSTMNT01_3372441,"[78, 7, 156, 28, 5]","[110, 6, 53, 75, 161]"
ESPORTSTMNT01_3372464,"[9, 73, 59, 15, 161]","[110, 18, 8, 30, 10]"
ESPORTSTMNT01_3372597,"[49, 62, 53, 15, 16]","[12, 47, 48, 75, 161]"
ESPORTSTMNT01_3372605,"[110, 72, 71, 15, 16]","[12, 146, 47, 75, 61]"
ESPORTSTMNT01_3372647,"[12, 72, 53, 60, 61]","[55, 146, 36, 9, 161]"
ESPORTSTMNT01_3372650,"[2, 7, 53, 75, 114]","[12, 87, 155, 37, 90]"
ESPORTSTMNT01_3372716,"[2, 18, 71, 107, 10]","[1, 6, 53, 9, 51]"
ESPORTSTMNT01_3372768,"[1, 6, 71, 75, 161]","[43, 146, 53, 9, 10]"
ESPORTSTMNT01_3372876,"[2, 23, 47, 75, 31]","[12, 18, 156, 95, 90]"
ESPORTSTMNT01_3372915,"[17, 18, 3, 9, 31]","[12, 23, 53, 37, 61]"
ESPORTSTMNT01_3372931,"[47, 72, 48, 75, 31]","[17, 7, 12, 37, 90]"
ESPORTSTMNT01_3372943,"[1, 6, 89, 75, 161]","[12, 47, 29, 95, 31]"
ESPORTSTMNT01_3372960,"[12, 87, 8, 75, 10]","[82, 91, 53, 20, 161]"
ESPORTSTMNT01_3373032,"[33, 72, 48, 75, 61]","[50, 23, 71, 42, 90]"
ESPORTSTMNT01_3373049,"[43, 87, 53, 75, 51]","[1, 23, 47, 95, 161]"
ESPORTSTMNT01_3373110,"[43, 73, 155, 75, 161]","[2, 72, 48, 28, 54]"
ESPORTSTMNT01_3373365,"[55, 72, 8, 15, 16]","[110, 23, 53, 75, 31]"
ESPORTSTMNT01_3373396,"[58, 72, 48, 9, 31]","[122, 103, 5, 75, 10]"
ESPORTSTMNT01_3373407,"[47, 91, 71, 15, 161]","[32, 72, 29, 95, 31]"
ESPORTSTMNT01_3373466,"[12, 73, 47, 9, 161]","[55, 1, 53, 15, 16]"
ESPORTSTMNT01_3373511,"[49, 18, 53, 75, 25]","[82, 23, 47, 37, 90]"
ESPORTSTMNT01_3373516,"[12, 87, 36, 15, 16]","[55, 23, 155, 9, 31]"
ESPORTSTMNT01_3373574,"[55, 146, 155, 15, 16]","[110, 91, 53, 113, 10]"
ESPORTSTMNT01_3373576,"[43, 23, 53, 15, 161]","[12, 72, 48, 75, 10]"
ESPORTSTMNT01_3373642,"[78, 7, 53, 15, 161]","[110, 6, 48, 75, 10]"
ESPORTSTMNT01_3373652,"[78, 72, 53, 15, 16]","[82, 23, 155, 37, 90]"
ESPORTSTMNT01_3373655,"[1, 2, 8, 75, 114]","[78, 91, 155, 37, 90]"
ESPORTSTMNT01_3373673,"[12, 87, 77, 75, 100]","[78, 18, 53, 9, 51]"
ESPORTSTMNT01_3373707,"[47, 7, 53, 75, 51]","[12, 146, 155, 9, 31]"
ESPORTSTMNT01_3373720,"[148, 23, 8, 9, 10]","[110, 7, 155, 75, 161]"
ESPORTSTMNT01_3373726,"[47, 7, 155, 75, 31]","[43, 6, 53, 9, 61]"
ESPORTSTMNT01_3373777,"[55, 72, 48, 9, 31]","[110, 23, 8, 15, 161]"
ESPORTSTMNT01_3373802,"[82, 91, 53, 9, 31]","[12, 72, 71, 95, 161]"
ESPORTSTMNT01_3373930,"[120, 109, 12, 15, 16]","[56, 50, 155, 75, 51]"
ESPORTSTMNT01_3373965,"[2, 23, 155, 9, 51]","[12, 18, 8, 30, 31]"
ESPORTSTMNT01_3373975,"[12, 62, 8, 75, 100]","[1, 6, 155, 95, 51]"
ESPORTSTMNT01_3374059,"[82, 7, 53, 95, 51]","[12, 23, 36, 9, 100]"
ESPORTSTMNT01_3374235,"[12, 23, 108, 75, 31]","[17, 6, 27, 37, 161]"
ESPORTSTMNT01_3374265,"[78, 23, 156, 9, 31]","[19, 146, 81, 4, 10]"
ESPORTSTMNT01_3374383,"[12, 66, 5, 15, 16]","[55, 18, 155, 37, 51]"
ESPORTSTMNT01_3374504,"[110, 6, 53, 75, 161]","[1, 139, 155, 95, 31]"
ESPORTSTMNT01_3374519,"[78, 23, 53, 15, 16]","[47, 7, 155, 75, 31]"
ESPORTSTMNT01_3374524,"[110, 7, 47, 15, 10]","[55, 2, 155, 9, 161]"
ESPORTSTMNT01_3374611,"[78, 146, 53, 9, 10]","[12, 7, 47, 75, 161]"
ESPORTSTMNT01_3374638,"[47, 110, 71, 75, 10]","[43, 91, 53, 9, 51]"
ESPORTSTMNT01_3374717,"[78, 6, 89, 95, 161]","[48, 72, 81, 28, 10]"
ESPORTSTMNT01_3374742,"[43, 2, 71, 75, 10]","[47, 110, 98, 15, 161]"
ESPORTSTMNT01_3374806,"[82, 23, 53, 75, 61]","[78, 21, 156, 9, 161]"
ESPORTSTMNT01_3374841,"[12, 13, 155, 75, 51]","[1, 91, 53, 4, 161]"
ESPORTSTMNT01_3374842,"[1, 66, 156, 37, 90]","[26, 6, 44, 75, 51]"
ESPORTSTMNT01_3374926,"[110, 91, 71, 15, 16]","[78, 18, 3, 75, 31]"
ESPORTSTMNT01_3374944,"[110, 72, 48, 74, 51]","[82, 18, 155, 9, 31]"
ESPORTSTMNT01_3375024,"[58, 23, 155, 75, 51]","[12, 2, 8, 15, 16]"
ESPORTSTMNT01_3375039,"[1, 146, 155, 75, 31]","[12, 72, 53, 95, 114]"
ESPORTSTMNT01_3375060,"[1, 6, 156, 37, 90]","[82, 23, 12, 75, 114]"
ESPORTSTMNT01_3375163,"[12, 23, 44, 37, 25]","[78, 18, 108, 95, 90]"
ESPORTSTMNT01_3375177,"[12, 72, 36, 37, 90]","[88, 18, 47, 75, 51]"
ESPORTSTMNT01_3375221,"[1, 18, 77, 75, 31]","[43, 23, 53, 9, 10]"
ESPORTSTMNT01_3375222,"[12, 72, 57, 75, 31]","[82, 6, 155, 37, 90]"
ESPORTSTMNT01_3375232,"[78, 7, 155, 37, 90]","[49, 6, 12, 75, 143]"
ESPORTSTMNT01_3375265,"[82, 146, 8, 95, 155]","[78, 6, 53, 37, 161]"
ESPORTSTMNT01_3375277,"[1, 23, 155, 37, 51]","[78, 92, 12, 75, 100]"
ESPORTSTMNT01_3375281,"[2, 18, 71, 37, 21]","[12, 7, 53, 4, 90]"
ESPORTSTMNT01_3375285,"[43, 6, 3, 95, 25]","[1, 123, 12, 75, 51]"
ESPORTSTMNT01_3375321,"[43, 6, 3, 95, 51]","[55, 73, 53, 75, 31]"
ESPORTSTMNT01_3375407,"[148, 7, 8, 106, 51]","[12, 23, 36, 15, 16]"
ESPORTSTMNT01_3375418,"[12, 72, 44, 4, 86]","[70, 47, 53, 75, 10]"
ESPORTSTMNT01_3375437,"[43, 87, 53, 37, 10]","[12, 18, 36, 9, 31]"
ESPORTSTMNT01_3375469,"[48, 72, 12, 95, 90]","[122, 33, 19, 75, 53]"
ESPORTSTMNT01_3375656,"[48, 23, 155, 4, 90]","[70, 2, 12, 37, 114]"
ESPORTSTMNT01_3375674,"[139, 146, 155, 75, 31]","[47, 18, 53, 15, 16]"
ESPORTSTMNT01_3375691,"[110, 72, 155, 37, 90]","[32, 6, 47, 9, 10]"
ESPORTSTMNT01_3375723,"[47, 72, 27, 75, 10]","[43, 6, 71, 24, 161]"
ESPORTSTMNT01_3375747,"[78, 91, 155, 75, 51]","[47, 18, 8, 9, 10]"
ESPORTSTMNT01_3375751,"[12, 23, 36, 75, 31]","[55, 91, 71, 15, 16]"
ESPORTSTMNT01_3375770,"[12, 23, 155, 75, 117]","[82, 18, 53, 37, 51]"
ESPORTSTMNT01_3375984,"[49, 18, 108, 75, 31]","[17, 23, 155, 95, 90]"
ESPORTSTMNT01_3376001,"[82, 7, 77, 9, 90]","[2, 23, 53, 75, 51]"
ESPORTSTMNT01_3376068,"[82, 62, 36, 15, 16]","[55, 139, 155, 75, 161]"
ESPORTSTMNT01_3376095,"[22, 72, 155, 75, 51]","[47, 7, 156, 9, 31]"
ESPORTSTMNT01_3376215,"[1, 18, 77, 9, 90]","[47, 23, 53, 75, 25]"
ESPORTSTMNT01_3376223,"[78, 146, 155, 75, 10]","[2, 6, 71, 95, 161]"
ESPORTSTMNT01_3376241,"[12, 23, 77, 9, 31]","[82, 146, 53, 69, 10]"
ESPORTSTMNT01_3376253,"[1, 18, 71, 37, 90]","[12, 23, 53, 75, 118]"
ESPORTSTMNT01_3376286,"[82, 7, 47, 75, 51]","[12, 6, 155, 9, 10]"
ESPORTSTMNT01_3376408,"[47, 7, 155, 95, 90]","[82, 18, 53, 75, 10]"
ESPORTSTMNT01_3376412,"[110, 72, 158, 75, 10]","[55, 23, 71, 15, 16]"
ESPORTSTMNT01_3376460,"[12, 162, 36, 75, 31]","[32, 109, 55, 15, 16]"
ESPORTSTMNT01_3376495,"[70, 23, 53, 15, 16]","[1, 18, 77, 107, 161]"
ESPORTSTMNT01_3376571,"[1, 87, 155, 15, 16]","[55, 6, 134, 75, 161]"
ESPORTSTMNT01_3376629,"[12, 146, 8, 75, 161]","[43, 87, 155, 9, 10]"
ESPORTSTMNT01_3376646,"[47, 73, 12, 75, 161]","[82, 23, 53, 28, 5]"
ESPORTSTMNT01_3376707,"[78, 6, 29, 75, 161]","[43, 23, 71, 9, 10]"
ESPORTSTMNT01_3376782,"[47, 85, 12, 9, 90]","[78, 6, 8, 75, 25]"
ESPORTSTMNT01_3376837,"[82, 146, 155, 95, 51]","[12, 13, 108, 9, 41]"
ESPORTSTMNT01_3376991,"[47, 73, 155, 75, 25]","[55, 18, 158, 37, 90]"
ESPORTSTMNT01_3378151,"[43, 18, 155, 37, 90]","[1, 6, 12, 75, 117]"
ESPORTSTMNT01_3378161,"[43, 18, 59, 75, 10]","[47, 23, 81, 9, 31]"
ESPORTSTMNT01_3378179,"[110, 7, 155, 95, 51]","[2, 23, 53, 75, 90]"
ESPORTSTMNT01_3378207,"[47, 72, 48, 75, 100]","[55, 7, 53, 95, 51]"
ESPORTSTMNT01_3378234,"[12, 7, 8, 20, 161]","[110, 146, 71, 9, 10]"
ESPORTSTMNT01_3378277,"[2, 72, 71, 113, 38]","[140, 23, 29, 74, 41]"
ESPORTSTMNT01_3378343,"[22, 72, 89, 113, 51]","[110, 66, 158, 75, 10]"
ESPORTSTMNT01_3378426,"[12, 7, 155, 95, 114]","[120, 18, 45, 75, 51]"
ESPORTSTMNT01_3378466,"[1, 72, 12, 20, 161]","[17, 62, 155, 9, 10]"
ESPORTSTMNT01_3378493,"[27, 6, 71, 75, 31]","[47, 7, 155, 37, 90]"
ESPORTSTMNT01_3378505,"[17, 139, 155, 20, 90]","[110, 72, 53, 75, 10]"
ESPORTSTMNT01_3378516,"[12, 6, 108, 37, 90]","[110, 66, 53, 75, 31]"
ESPORTSTMNT01_3378634,"[47, 2, 71, 37, 90]","[1, 6, 53, 75, 117]"
ESPORTSTMNT01_3378654,"[47, 23, 12, 9, 10]","[82, 6, 155, 75, 51]"
ESPORTSTMNT01_3378674,"[43, 6, 48, 9, 31]","[78, 87, 155, 75, 90]"
ESPORTSTMNT01_3378676,"[47, 23, 12, 9, 10]","[43, 6, 130, 75, 51]"
ESPORTSTMNT01_3378699,"[47, 18, 3, 37, 61]","[110, 73, 71, 95, 90]"
ESPORTSTMNT01_3378729,"[47, 91, 155, 9, 101]","[78, 2, 53, 95, 161]"
ESPORTSTMNT01_3378732,"[47, 18, 155, 75, 31]","[17, 6, 48, 15, 16]"
ESPORTSTMNT01_3378902,"[110, 73, 53, 75, 117]","[47, 23, 89, 79, 114]"
ESPORTSTMNT01_3378943,"[12, 72, 77, 15, 16]","[158, 18, 36, 74, 51]"
ESPORTSTMNT01_3379020,"[12, 23, 155, 95, 76]","[55, 123, 89, 75, 31]"
ESPORTSTMNT01_3379021,"[6, 92, 19, 15, 16]","[72, 73, 47, 75, 31]"
ESPORTSTMNT01_3379097,"[122, 7, 36, 37, 51]","[12, 146, 156, 9, 90]"
ESPORTSTMNT01_3379101,"[12, 73, 47, 9, 31]","[2, 139, 155, 95, 90]"
ESPORTSTMNT01_3379104,"[43, 18, 36, 37, 90]","[110, 72, 53, 75, 10]"
ESPORTSTMNT01_3379122,"[78, 2, 36, 15, 16]","[122, 103, 47, 37, 90]"
ESPORTSTMNT01_3379147,"[122, 87, 8, 20, 51]","[12, 6, 156, 75, 10]"
ESPORTSTMNT01_3379177,"[49, 18, 53, 37, 161]","[43, 72, 36, 9, 10]"
ESPORTSTMNT01_3379187,"[78, 18, 71, 75, 10]","[43, 73, 155, 95, 161]"
ESPORTSTMNT01_3379197,"[82, 2, 155, 37, 51]","[12, 23, 53, 4, 90]"
ESPORTSTMNT01_3379239,"[43, 7, 71, 95, 90]","[55, 73, 36, 75, 100]"
ESPORTSTMNT01_3379319,"[47, 18, 155, 75, 51]","[1, 6, 12, 95, 161]"
ESPORTSTMNT01_3379347,"[78, 72, 108, 28, 10]","[26, 23, 53, 95, 31]"
ESPORTSTMNT01_3379357,"[48, 47, 8, 75, 51]","[55, 23, 71, 37, 161]"
ESPORTSTMNT01_3379386,"[110, 156, 48, 9, 10]","[151, 47, 8, 75, 161]"
ESPORTSTMNT01_3379552,"[78, 6, 53, 75, 31]","[49, 72, 48, 37, 90]"
ESPORTSTMNT01_3379581,"[17, 47, 48, 75, 31]","[110, 23, 71, 15, 16]"
ESPORTSTMNT01_3379605,"[55, 50, 8, 15, 16]","[17, 23, 156, 69, 10]"
ESPORTSTMNT01_3379674,"[12, 6, 36, 9, 90]","[2, 139, 155, 69, 10]"
ESPORTSTMNT01_3379687,"[47, 18, 71, 75, 51]","[22, 6, 53, 9, 10]"
ESPORTSTMNT01_3379697,"[1, 7, 36, 37, 41]","[82, 18, 53, 75, 90]"
ESPORTSTMNT01_3379700,"[78, 23, 71, 15, 16]","[110, 2, 3, 20, 161]"
ESPORTSTMNT01_3379709,"[88, 18, 29, 9, 10]","[110, 51, 71, 15, 16]"
ESPORTSTMNT01_3379715,"[1, 23, 156, 24, 25]","[47, 110, 36, 15, 16]"
ESPORTSTMNT01_3379723,"[17, 23, 47, 95, 51]","[12, 72, 71, 9, 10]"
ESPORTSTMNT01_3379743,"[49, 6, 48, 15, 161]","[12, 23, 71, 9, 31]"
ESPORTSTMNT01_3379744,"[47, 6, 155, 9, 51]","[22, 7, 36, 37, 10]"
ESPORTSTMNT01_3379779,"[43, 6, 71, 28, 54]","[47, 7, 155, 75, 161]"
ESPORTSTMNT01_3379805,"[47, 7, 155, 75, 114]","[2, 109, 12, 37, 90]"
ESPORTSTMNT01_3379807,"[110, 91, 53, 9, 10]","[17, 23, 44, 75, 161]"
ESPORTSTMNT01_3379863,"[78, 2, 155, 9, 10]","[48, 7, 8, 75, 51]"
ESPORTSTMNT01_3380024,"[12, 7, 47, 75, 10]","[110, 91, 155, 15, 161]"
ESPORTSTMNT01_3380031,"[55, 2, 8, 75, 31]","[49, 50, 82, 15, 16]"
ESPORTSTMNT01_3380050,"[124, 146, 47, 15, 16]","[17, 92, 130, 20, 161]"
ESPORTSTMNT01_3380053,"[78, 72, 53, 9, 10]","[19, 6, 155, 15, 16]"
ESPORTSTMNT01_3380083,"[55, 23, 155, 75, 101]","[47, 91, 156, 95, 31]"
ESPORTSTMNT01_3380104,"[1, 72, 8, 75, 161]","[82, 156, 119, 57, 31]"
ESPORTSTMNT01_3380108,"[110, 50, 40, 75, 31]","[78, 139, 36, 20, 90]"
