team1_champ1,team1_champ2,team1_champ3,team1_champ4,team1_champ5,team2_champ1,team2_champ2,team2_champ3,team2_champ4,team2_champ5,result
74,70,69,53,37,83,139,34,79,10,1
28,139,17,54,44,55,70,3,9,85,0
140,148,8,79,44,86,135,65,137,37,1
36,148,20,79,44,59,70,46,137,85,0
28,19,59,9,43,152,133,69,53,37,1
39,70,59,14,85,92,80,38,9,43,1
48,19,46,9,44,86,139,18,83,10,0
140,51,49,53,37,57,148,25,23,85,0
36,70,46,137,10,55,133,18,99,37,1
74,92,25,53,37,114,57,5,14,10,1
36,33,39,9,10,51,135,17,113,85,1
74,135,60,53,44,34,70,46,137,10,1
28,148,46,79,44,152,135,112,53,10,0
45,70,49,99,15,36,19,76,9,10,0
74,70,3,68,60,36,148,46,137,37,1
36,70,97,23,15,28,148,31,9,66,0
140,135,38,79,44,34,19,115,53,10,1
55,70,3,9,10,36,139,34,99,85,1
36,133,17,53,37,28,148,97,137,10,0
152,70,5,9,66,28,103,46,99,10,1
28,70,49,75,66,52,33,46,14,10,1
36,135,59,99,10,34,148,97,137,66,0
59,92,112,79,5,28,148,97,83,10,0
26,19,97,9,10,28,70,5,79,40,0
76,33,46,79,15,36,135,38,9,51,0
28,86,8,99,133,136,92,49,14,10,0
36,135,8,142,44,28,148,39,83,10,1
28,70,31,14,44,26,133,25,53,40,1
36,148,17,79,51,74,139,48,32,10,0
76,70,8,9,43,152,133,145,79,66,0
28,70,46,137,44,34,148,112,53,10,1
74,85,59,32,19,39,70,38,79,44,1
36,70,82,53,37,74,135,97,137,21,1
36,135,97,93,44,74,148,8,53,72,1
36,135,97,9,10,59,148,39,53,66,0
36,135,97,9,10,59,148,8,137,66,0
34,148,8,137,15,36,135,97,53,10,0
28,85,46,64,148,74,70,97,53,10,0
74,148,17,93,10,28,92,46,79,44,1
36,148,97,53,37,24,10,17,32,135,0
51,133,145,79,44,34,70,25,9,10,1
36,135,25,9,43,34,19,8,137,10,0
6,70,112,79,85,34,133,46,99,51,0
74,148,49,14,85,34,70,46,9,15,1
6,70,46,14,5,52,148,49,99,85,0
70,148,46,9,85,74,33,17,93,66,1
51,19,46,53,66,34,70,17,9,10,1
34,148,97,54,10,51,19,31,9,15,0
52,13,34,137,37,51,19,59,32,10,0
34,92,8,9,85,74,135,46,137,15,0
148,103,8,53,37,34,135,46,9,15,0
28,133,3,137,10,74,135,46,9,85,0
45,133,46,9,66,63,77,28,137,44,0
6,16,39,79,40,152,70,5,9,66,0
74,70,17,104,92,67,135,49,9,66,0
36,92,49,53,66,74,70,3,9,10,1
55,92,112,83,12,74,70,5,14,10,0
28,89,31,99,66,55,2,39,79,37,0
28,29,5,4,37,1,135,49,48,84,1
51,135,8,83,10,76,16,64,9,66,0
28,16,31,83,151,36,135,138,9,39,1
34,92,31,48,91,24,135,39,83,43,1
36,89,59,4,151,56,29,20,48,91,1
70,29,20,48,44,36,16,8,4,151,0
152,92,97,48,151,36,70,59,4,44,1
140,92,5,104,62,6,58,64,48,129,0
28,103,2,47,151,1,70,49,9,5,1
6,70,8,79,10,45,135,158,4,151,0
45,144,49,4,66,28,2,31,9,5,0
56,35,20,53,10,59,135,25,83,44,0
76,135,46,9,133,59,144,17,48,151,0
28,135,46,53,37,34,139,4,9,66,1
55,151,99,83,10,51,135,3,79,44,0
136,151,99,48,44,51,2,145,137,37,1
28,144,51,17,66,67,139,18,9,43,1
51,57,17,48,151,59,133,8,4,66,0
28,70,158,48,5,51,92,17,4,15,1
28,16,8,48,72,55,35,59,79,44,1
55,135,25,4,151,51,16,50,9,44,1
140,80,100,9,151,133,73,64,4,66,0
6,148,59,158,66,39,144,51,4,129,0
76,19,51,32,43,55,132,158,4,66,1
26,70,5,4,15,36,148,28,32,10,0
67,135,158,32,66,36,70,39,134,91,0
36,133,59,4,129,152,92,158,32,40,1
152,2,59,32,10,26,95,158,93,37,0
76,148,31,93,15,26,135,20,17,10,1
28,2,48,99,10,152,132,5,104,62,0
76,16,31,104,127,55,70,3,48,91,1
46,2,26,104,91,28,103,31,93,37,0
74,2,158,53,40,59,19,152,48,129,0
76,152,31,53,40,39,135,26,32,21,1
76,139,18,48,21,12,148,17,104,15,0
34,148,25,93,37,6,70,38,104,62,1
67,135,25,93,40,28,148,17,104,65,1
41,148,25,137,66,28,70,127,93,40,0
36,148,20,53,40,92,133,25,48,91,1
152,2,20,53,37,26,47,59,93,121,0
76,118,46,104,127,28,70,17,93,21,1
12,148,46,93,37,152,7,31,104,62,0
28,148,49,93,44,26,58,60,104,15,0
34,92,31,143,37,26,148,49,104,62,1
34,70,158,104,12,74,135,25,93,85,0
38,92,5,93,10,76,16,17,32,15,1
34,139,18,14,30,1,144,138,99,10,1
34,133,8,53,37,28,135,158,93,66,0
34,19,49,32,10,67,92,8,9,44,1
28,144,31,17,5,26,135,39,32,66,0
51,148,17,93,40,59,12,18,53,37,1
52,144,17,48,91,34,19,20,99,10,1
76,133,31,104,62,34,135,5,93,66,1
25,92,5,9,30,36,70,18,32,10,1
52,135,3,32,12,34,19,144,17,10,0
34,148,31,143,10,52,133,39,53,66,0
76,135,46,4,30,67,70,97,9,10,1
76,70,49,53,37,12,135,158,4,10,0
36,19,34,48,91,94,70,17,93,10,0
48,19,51,99,43,34,70,17,14,44,0
52,135,46,32,66,34,92,158,4,10,0
38,70,49,53,10,36,135,46,93,37,0
36,135,17,32,72,152,86,38,9,21,0
34,144,3,48,91,6,7,158,93,37,0
152,58,17,93,37,28,70,5,113,121,0
152,135,31,9,140,52,92,46,99,10,0
36,92,25,83,85,2,57,34,48,91,0
26,70,25,48,91,12,139,59,32,10,1
74,2,25,32,10,34,95,31,83,51,0
25,95,34,48,91,6,135,46,14,85,1
152,2,17,53,37,26,95,49,48,91,1
28,148,17,93,21,152,135,158,104,127,1
36,148,46,48,10,59,70,49,104,91,0
152,148,5,104,37,36,135,49,93,66,1
26,16,5,93,15,152,92,51,83,85,1
76,29,59,53,10,26,27,158,32,66,1
12,2,17,104,37,28,7,5,93,43,1
34,92,17,93,43,136,70,46,83,15,0
59,148,46,48,91,36,135,112,23,66,0
51,103,25,54,15,34,135,100,47,10,0
51,135,100,99,10,34,148,127,93,44,1
39,70,59,93,40,6,148,38,75,72,0
34,135,127,48,129,26,70,25,104,91,0
76,12,20,93,127,24,70,82,75,72,0
152,2,158,53,37,26,95,17,93,121,0
28,2,25,32,85,26,148,46,53,66,1
28,2,49,93,37,140,47,20,48,91,0
152,135,51,48,91,34,95,46,71,10,0
34,7,46,18,12,36,92,76,32,10,1
94,92,49,93,44,24,135,60,53,37,1
34,19,38,32,66,6,144,46,93,40,1
36,135,46,48,91,59,70,158,32,66,1
12,144,97,9,10,24,19,17,32,44,0
69,70,38,32,66,36,92,158,9,10,1
36,70,25,48,91,28,135,158,32,66,0
76,135,17,137,136,59,2,49,53,37,0
24,135,49,53,44,152,86,20,99,10,1
36,92,97,104,37,76,135,46,53,66,1
76,70,49,53,66,55,135,60,32,15,1
34,19,25,32,10,76,86,31,53,44,0
94,92,17,32,30,24,135,158,93,37,0
28,2,3,93,5,152,19,59,9,10,1
34,139,18,32,15,36,92,49,14,10,1
94,70,17,53,5,76,92,38,4,10,1
24,70,38,54,10,94,148,17,23,85,1
76,70,17,93,37,2,92,49,32,121,1
36,103,31,9,10,12,135,34,93,84,1
76,70,17,53,43,55,2,49,93,37,1
24,19,34,104,10,6,2,158,32,15,0
152,70,49,32,72,2,148,60,53,10,1
49,148,112,104,37,59,135,25,93,123,0
152,95,25,48,91,26,70,46,14,10,0
34,19,31,53,43,36,144,46,4,15,1
34,135,60,14,85,76,148,49,48,91,1
76,70,17,9,10,28,86,46,93,37,1
76,70,49,93,37,67,148,17,48,91,0
51,92,31,4,37,74,148,46,93,43,1
34,95,3,104,121,6,70,25,93,37,0
34,70,49,104,62,36,148,17,32,10,0
6,2,39,48,10,34,135,17,14,43,0
74,70,46,32,85,152,92,20,104,10,0
28,70,38,93,37,74,135,46,113,43,0
34,135,49,23,10,12,148,25,93,15,0
12,70,8,32,66,52,19,34,17,10,0
34,144,3,53,129,2,135,25,32,10,1
12,92,158,104,127,20,135,38,32,123,0
2,135,31,104,127,152,148,39,53,10,1
152,135,46,93,40,55,47,8,32,43,1
6,70,100,93,85,52,92,25,64,43,1
81,70,49,32,37,34,148,100,99,10,0
6,2,25,93,21,152,27,158,53,40,0
12,92,25,104,62,52,135,17,32,10,0
28,70,17,53,44,152,109,25,93,10,1
2,135,31,48,156,138,139,18,32,66,0
12,70,3,18,66,24,148,38,32,10,0
12,70,25,93,66,74,135,17,53,40,0
34,139,144,32,129,152,16,46,53,37,1
2,92,46,53,37,138,135,38,9,10,0
12,92,3,9,21,152,135,17,104,127,1
2,70,17,32,129,26,19,25,104,21,0
56,139,158,32,21,51,148,100,79,37,0
34,139,18,9,44,61,70,25,99,10,1
51,70,25,104,127,21,27,100,93,37,1
34,148,25,93,40,152,109,49,53,66,1
52,153,3,104,21,59,92,38,93,40,0
2,70,46,32,21,138,135,25,104,127,0
2,135,25,104,127,138,70,46,93,121,0
28,92,38,9,21,152,135,3,32,43,0
12,70,38,9,21,24,92,100,53,43,0
6,135,8,104,21,152,70,25,48,91,0
52,135,39,104,127,59,70,17,47,43,0
52,135,25,104,127,152,70,64,32,21,0
34,139,20,14,43,51,135,38,64,37,1
6,148,100,68,56,24,92,17,53,40,1
6,135,8,93,21,61,58,158,104,127,0
28,58,49,4,40,152,70,17,32,21,0
76,19,48,9,21,28,148,25,104,127,1
2,19,38,9,21,138,139,157,32,123,0
2,92,8,9,21,38,135,158,14,43,0
152,135,158,9,10,76,70,49,53,37,1
12,135,25,104,127,138,148,100,137,37,0
2,70,100,99,10,152,135,49,53,43,1
28,135,5,137,10,76,19,46,32,66,1
74,135,25,53,43,12,148,46,32,51,1
12,135,100,137,21,152,92,158,53,40,0
54,135,49,53,43,34,148,100,93,37,0
12,135,17,53,40,152,133,8,93,37,0
12,148,25,9,129,6,86,100,23,147,0
76,133,25,93,66,34,148,38,32,10,1
12,135,3,9,66,52,70,25,53,37,0
6,92,100,93,37,157,148,82,32,129,1
2,148,100,93,37,152,27,25,9,129,1
138,148,38,53,85,12,135,25,32,10,0
2,70,31,93,90,56,92,25,53,66,1
28,133,3,9,21,12,135,17,93,90,0
138,27,158,32,129,38,70,46,53,156,1
36,135,100,53,21,138,70,3,32,10,0
138,139,18,99,44,36,86,100,53,10,1
36,135,46,32,10,2,70,3,53,37,1
94,135,25,93,44,138,148,100,53,66,1
12,135,25,93,40,26,92,46,53,66,1
36,135,25,32,21,59,27,158,14,12,0
34,148,25,48,91,6,92,100,93,40,0
36,139,18,32,15,92,148,158,9,66,1
76,70,158,32,66,67,148,46,143,21,0
52,135,25,93,43,56,27,100,53,40,1
12,92,100,137,37,6,135,25,53,40,0
34,139,18,9,66,152,70,153,48,127,0
28,148,3,9,21,41,135,100,14,66,1
6,148,158,93,37,34,139,100,113,66,0
55,2,25,104,151,74,70,100,9,127,0
34,92,100,53,40,2,139,59,64,156,0
28,92,25,32,127,20,16,17,104,21,1
52,148,17,54,66,76,144,25,99,43,1
34,148,17,53,37,140,27,20,142,21,1
6,27,158,93,40,28,47,59,79,123,1
152,139,18,104,66,52,92,25,32,127,1
6,27,100,53,44,152,133,17,32,43,1
76,148,39,99,123,55,27,31,104,127,1
81,70,100,9,21,28,92,25,93,40,0
12,135,100,93,40,55,70,158,9,21,1
12,148,158,4,66,76,135,17,32,21,0
12,148,18,48,91,152,135,46,32,66,1
34,70,49,99,43,12,135,25,93,10,0
74,135,25,134,129,12,148,158,23,43,1
38,92,8,53,40,12,148,100,32,129,1
12,148,158,32,129,70,92,49,53,40,0
69,139,95,137,10,52,16,60,53,40,1
6,86,158,104,62,152,70,17,53,21,1
34,70,65,9,21,2,135,100,99,10,0
34,19,25,93,15,76,148,100,137,43,1
56,155,25,32,84,152,139,18,71,37,0
51,139,34,93,40,41,135,158,48,91,1
6,148,100,93,40,12,135,17,48,66,1
6,135,3,137,21,100,148,95,32,43,0
34,92,158,104,127,6,148,25,32,66,1
61,133,49,104,127,51,135,8,93,43,1
152,148,100,93,21,20,27,158,53,40,1
152,92,39,9,21,36,135,100,32,129,1
152,135,25,32,129,74,148,100,53,40,0
34,27,8,9,21,6,135,3,93,40,0
21,27,158,32,86,56,70,25,113,43,0
28,150,100,104,127,26,70,158,32,21,1
34,70,39,9,10,152,135,100,32,43,0
12,148,38,53,43,152,92,3,9,21,0
152,70,49,93,43,45,12,25,53,37,1
38,148,31,32,66,138,135,39,93,43,1
100,135,138,53,43,67,148,25,93,37,0
38,92,64,93,44,48,135,72,53,5,0
152,135,100,53,43,147,148,25,93,37,0
12,133,8,93,40,59,135,158,53,37,1
152,70,3,93,21,26,92,100,104,10,1
34,109,49,9,21,6,135,60,93,40,1
152,135,100,32,43,2,139,25,93,21,1
61,133,49,93,21,74,92,25,53,37,0
34,70,31,75,66,140,92,100,93,40,1
157,135,3,99,10,2,92,25,53,5,0
45,148,100,53,12,28,92,158,99,85,1
152,70,49,53,44,28,92,5,93,37,0
152,135,46,53,66,2,144,8,32,129,0
28,70,38,9,10,152,92,100,32,66,0
76,148,49,14,10,94,135,25,93,44,1
152,135,25,104,62,36,148,38,93,66,1
74,92,100,93,66,67,148,25,32,21,1
52,148,100,93,10,48,135,25,32,85,0
12,133,25,53,10,152,135,17,32,43,0
34,139,18,134,129,12,92,38,9,21,1
152,148,158,53,43,26,135,100,9,66,0
140,70,158,93,43,61,139,157,32,44,1
152,92,20,99,37,52,135,38,53,40,0
51,148,100,9,21,76,135,158,53,37,0
2,148,49,93,15,28,27,158,53,37,0
157,27,17,9,129,12,92,25,53,40,0
12,148,100,93,40,152,27,158,32,43,0
2,135,25,93,37,152,92,38,113,12,1
70,92,8,9,10,152,86,38,104,15,0
12,148,100,53,37,152,135,31,93,66,0
152,92,100,53,10,2,70,25,32,66,1
38,27,8,93,37,96,135,72,104,127,0
28,27,38,32,10,76,135,100,23,43,0
152,135,100,93,37,2,148,25,53,10,1
2,109,31,93,37,26,148,39,32,43,1
34,139,138,68,10,152,70,49,93,66,1
34,19,100,75,10,12,148,138,14,43,0
152,89,38,93,37,2,92,31,99,43,1
152,29,34,32,129,12,92,46,53,21,0
152,135,46,9,129,2,70,25,104,127,0
12,86,8,104,127,152,135,25,32,133,1
12,135,25,53,21,74,92,38,32,129,0
76,135,49,99,43,67,70,60,53,10,0
34,148,100,53,43,38,135,8,32,10,1
24,70,25,93,72,6,92,158,75,66,1
138,148,158,14,10,152,135,8,32,30,1
38,135,31,104,44,12,92,39,93,129,1
2,70,25,104,43,152,135,49,134,21,1
12,148,100,9,129,152,135,38,23,85,0
152,148,8,104,40,12,92,25,9,21,0
2,92,3,104,127,76,148,25,32,21,1
6,144,31,93,10,24,135,17,104,127,1
26,70,100,53,43,28,86,82,32,10,0
38,92,25,32,10,152,135,158,104,62,0
36,16,31,68,12,69,135,25,93,10,1
94,16,25,93,37,12,135,100,32,66,1
152,135,49,54,43,51,139,25,9,66,1
6,92,49,93,37,56,135,100,104,40,1
12,139,18,48,91,52,152,34,9,10,0
2,148,25,93,40,12,135,65,53,37,1
33,70,46,93,40,34,139,18,14,43,0
34,135,17,99,66,52,92,38,14,37,1
157,27,25,93,72,55,148,39,99,90,0
76,19,3,93,43,34,92,25,53,37,1
34,135,25,99,10,152,148,38,93,66,0
2,80,158,53,43,76,70,8,99,123,1
74,70,8,104,10,94,135,97,32,85,0
41,2,38,32,10,140,135,31,53,44,0
12,135,8,32,43,34,148,100,104,37,1
76,70,100,32,72,51,148,38,93,43,1
140,144,100,53,40,34,139,138,32,43,0
152,135,100,9,10,51,139,138,47,123,1
12,135,25,93,40,152,148,17,32,43,0
26,70,126,117,15,73,135,158,14,10,1
76,70,31,137,43,6,12,59,93,40,1
34,19,25,93,121,76,92,65,53,37,1
34,148,17,93,40,6,139,20,9,121,0
51,135,39,104,127,24,139,18,32,121,1
6,135,72,53,40,136,89,25,104,37,0
152,16,8,32,43,76,135,100,93,37,0
12,92,100,93,40,157,135,38,9,66,1
152,135,8,32,72,52,70,49,79,66,1
76,135,49,93,40,152,133,60,53,10,0
38,135,17,53,10,152,92,25,32,15,0
6,70,25,104,43,51,135,158,32,10,1
12,135,49,9,10,74,92,5,93,43,1
12,16,100,14,15,74,139,18,32,43,1
12,70,8,53,37,52,92,38,9,66,0
28,92,25,53,37,86,27,115,93,43,1
36,148,49,9,66,152,70,158,53,10,1
152,135,17,53,40,28,70,8,93,43,1
12,70,100,9,15,88,139,138,93,37,0
152,70,25,93,44,34,135,20,14,21,0
38,92,25,83,51,28,148,17,93,37,1
136,139,18,32,37,152,148,138,93,66,0
78,27,100,9,44,56,70,25,93,37,1
34,135,49,93,91,76,148,158,32,21,1
152,148,100,32,43,56,135,25,53,66,0
88,135,39,9,129,51,27,157,99,66,0
6,135,25,9,44,12,133,100,143,40,0
76,133,100,137,10,6,135,8,32,44,1
26,152,25,79,44,28,135,157,117,43,0
152,70,39,93,40,52,135,49,71,37,1
152,133,100,93,43,76,135,3,53,37,0
74,70,25,53,10,67,135,100,93,37,1
21,70,3,93,43,26,148,17,53,37,0
152,139,18,9,10,12,27,49,75,66,1
51,92,25,53,37,152,135,17,93,43,1
12,135,25,93,44,6,70,158,53,66,0
152,135,25,32,66,36,133,17,104,21,1
152,92,25,93,44,138,70,46,137,15,1
100,92,34,53,10,67,139,18,93,12,1
52,139,100,93,43,40,135,65,53,44,1
157,139,138,9,10,26,92,31,93,40,1
12,135,8,104,127,34,92,17,32,21,0
138,70,25,53,43,74,133,100,93,37,1
12,27,38,53,37,2,70,49,9,10,1
12,148,20,93,43,152,135,34,53,44,1
34,135,46,134,129,24,92,25,93,156,0
2,70,17,93,43,76,152,31,53,37,0
38,70,39,48,21,28,92,158,32,43,1
28,92,46,54,40,152,135,97,32,129,0
34,148,39,9,66,24,92,25,53,40,1
26,92,25,14,43,28,135,49,32,10,0
76,16,65,93,37,157,70,25,143,121,0
152,148,25,93,66,34,135,100,32,15,0
2,133,100,93,10,34,139,18,137,66,1
56,152,72,32,10,51,148,38,93,44,0
34,135,100,32,43,33,148,39,53,10,1
152,133,65,21,123,52,135,25,53,66,1
2,135,100,93,37,36,70,39,53,43,1
152,135,97,137,10,36,70,158,53,37,0
12,47,20,93,44,152,135,38,43,32,1
152,92,138,93,40,61,135,100,53,10,0
152,70,39,32,10,78,135,31,9,21,1
12,135,100,104,127,52,148,25,93,10,0
138,70,3,93,15,152,135,157,32,66,1
86,152,25,93,37,138,70,158,32,66,1
34,92,158,32,43,52,148,49,93,40,1
24,139,158,54,37,59,92,100,93,10,1
55,135,39,93,40,28,139,25,9,10,1
152,133,8,9,21,34,19,38,32,129,0
2,133,152,53,43,138,92,100,93,37,0
12,135,17,93,40,76,70,100,53,21,0
38,135,25,83,66,39,148,82,14,43,1
34,70,39,104,21,24,148,31,32,121,0
24,27,49,68,140,45,29,38,93,66,0
2,135,49,93,44,28,70,158,53,12,0
34,70,38,32,43,51,27,29,93,37,0
34,139,158,32,44,1,148,49,9,10,0
28,92,100,93,44,61,135,25,75,43,1
38,135,25,9,66,12,70,8,137,43,1
152,148,158,21,66,12,70,100,68,10,1
12,148,17,32,10,34,135,39,48,91,0
76,92,100,75,10,34,135,8,93,44,1
56,152,25,32,66,76,92,64,104,127,0
38,58,69,68,15,52,148,49,104,10,1
140,70,39,9,40,38,148,31,93,43,0
12,135,158,9,10,76,148,141,93,43,0
152,148,31,53,121,12,135,25,93,40,1
28,86,46,104,127,140,135,25,32,10,1
6,135,25,75,44,74,70,17,32,43,0
152,103,141,53,37,12,135,25,48,91,0
76,144,158,32,10,56,135,17,93,40,0
21,148,59,65,10,34,70,17,104,127,1
36,92,158,104,37,152,70,100,93,40,1
28,135,5,53,40,51,92,158,93,10,0
28,135,46,53,37,6,139,34,9,66,0
51,148,5,21,123,74,27,17,9,66,1
76,27,158,93,10,36,70,100,79,44,0
34,89,25,9,21,86,135,49,93,66,0
36,70,100,104,127,152,148,17,32,43,0
2,148,46,53,156,138,135,17,32,129,0
76,135,31,93,37,138,133,158,32,21,0
21,144,20,17,10,76,92,25,32,43,0
34,148,25,93,37,2,133,158,32,127,1
51,95,25,93,43,152,135,100,9,21,1
152,148,25,53,37,51,2,158,93,43,1
24,148,100,32,10,6,144,18,17,21,1
86,148,97,93,10,28,139,65,32,37,1
6,148,17,137,40,152,27,20,4,117,0
94,148,141,143,66,74,92,158,93,40,1
136,2,17,93,44,28,135,138,99,10,0
12,135,18,31,43,1,70,49,104,21,0
12,70,17,18,15,24,135,3,32,43,0
2,70,97,93,43,138,135,17,32,66,1
12,135,25,9,21,76,70,100,53,43,1
2,70,17,93,43,138,135,25,32,51,0
38,70,3,32,21,152,135,8,104,127,0
28,70,158,32,66,2,92,25,53,21,0
76,133,100,104,127,59,70,25,32,10,0
12,92,17,93,40,34,135,100,32,21,1
36,139,18,48,91,2,135,126,93,40,1
28,92,5,53,37,152,108,49,93,66,0
52,139,100,32,66,152,148,158,9,85,1
152,148,17,93,37,26,70,3,53,43,0
52,135,100,93,43,12,16,49,53,37,1
152,16,127,53,37,26,2,112,9,12,0
28,27,3,93,44,34,133,158,53,40,1
6,135,31,93,37,86,47,48,32,43,1
51,92,97,93,66,24,135,31,99,43,1
52,92,31,93,37,6,135,8,54,62,1
34,70,46,104,127,28,135,122,99,37,0
152,148,17,104,51,94,135,25,53,40,0
52,92,115,48,91,100,135,49,93,40,0
56,92,25,93,40,28,135,100,53,43,1
12,135,17,93,37,100,70,49,53,10,0
74,92,17,104,127,34,148,158,93,37,1
157,70,76,99,43,6,148,100,53,66,1
2,144,25,32,129,46,135,3,9,21,1
2,139,8,53,44,28,148,38,9,10,1
2,70,60,137,37,138,92,49,53,51,0
74,70,25,137,37,12,92,39,53,51,0
52,70,158,93,40,152,148,97,32,129,1
56,133,25,53,37,74,135,100,93,66,0
76,148,31,32,10,67,70,3,104,127,0
28,70,38,142,40,152,92,25,93,43,0
12,135,100,32,66,74,70,39,53,40,1
76,148,38,53,21,12,70,25,137,10,1
12,135,49,32,66,74,148,158,104,43,1
28,139,31,23,43,152,70,49,9,129,1
12,86,100,53,10,38,92,82,93,37,1
56,135,17,9,129,76,92,39,53,37,0
76,135,49,75,66,55,148,158,93,37,1
152,135,100,93,10,36,148,17,53,43,1
6,148,38,53,37,152,70,17,104,62,1
34,139,18,14,66,152,135,69,137,5,0
12,148,100,71,43,69,2,158,32,44,1
76,133,49,104,10,12,70,100,53,37,0
34,135,31,32,21,28,133,12,93,40,1
6,2,17,104,127,28,13,100,32,21,0
25,139,2,32,43,67,70,158,48,91,1
12,148,18,32,129,28,27,100,93,37,0
41,58,100,93,127,6,92,49,53,37,1
6,139,76,143,129,12,135,158,93,91,1
34,73,76,14,85,51,135,97,93,10,0
34,19,17,32,66,24,100,148,120,10,1
76,139,39,53,37,2,148,49,99,10,0
56,135,25,104,127,34,12,18,32,21,0
28,27,157,99,5,45,135,158,93,66,1
24,95,13,9,21,28,27,158,53,72,1
12,148,17,83,43,152,70,25,93,40,0
12,133,18,93,37,28,135,31,32,121,0
152,135,49,137,21,38,133,25,53,43,0
2,148,8,53,10,157,133,17,32,43,1
2,16,100,9,21,38,92,8,32,43,1
152,135,25,53,10,2,70,3,32,66,1
2,19,100,14,43,157,92,25,32,129,0
2,139,20,32,51,140,92,8,53,37,1
138,92,17,14,12,33,70,25,9,21,1
12,70,38,104,127,152,135,59,32,21,0
34,70,8,93,37,21,2,138,64,43,0
6,148,65,32,10,63,135,40,104,37,0
12,133,100,53,44,34,70,25,93,37,0
140,92,17,93,43,152,70,57,104,66,0
2,92,17,104,127,67,70,3,9,21,0
41,58,3,9,40,28,135,122,93,117,1
34,148,17,104,127,38,70,25,32,10,0
136,70,100,93,43,2,92,17,32,10,0
51,19,5,93,10,152,70,20,32,85,0
76,139,31,53,156,6,148,25,32,129,1
152,86,17,9,21,12,92,8,53,40,1
21,148,25,93,66,34,27,100,32,123,0
34,35,97,93,10,12,148,3,32,37,0
138,92,39,32,123,140,86,31,104,127,1
138,148,46,99,10,2,70,49,53,40,0
12,70,158,53,37,152,92,25,32,10,0
152,135,17,93,37,36,70,25,53,44,0
152,135,100,53,85,28,139,138,23,66,0
152,135,25,32,10,76,144,65,47,129,0
38,92,60,93,37,40,135,49,53,44,1
34,27,158,23,43,12,92,38,14,10,0
34,139,18,53,40,36,89,158,32,43,1
36,135,138,48,91,12,148,100,53,40,0
34,133,17,23,15,152,16,38,32,66,0
152,70,49,53,66,76,148,158,93,40,0
12,148,25,32,66,136,70,100,93,10,0
34,148,31,32,72,74,135,46,9,66,0
152,135,100,9,123,21,92,25,53,66,1
34,139,18,14,43,52,70,38,9,10,0
28,70,46,48,91,12,148,100,32,43,0
38,92,100,53,15,39,148,158,93,66,1
38,135,46,137,12,157,70,49,53,10,0
69,135,25,93,66,136,148,158,53,10,0
136,148,25,93,10,56,133,49,53,40,1
152,70,8,93,37,26,135,17,53,44,1
67,92,25,53,10,138,139,38,32,129,1
2,135,46,104,21,152,148,158,53,43,0
12,70,49,53,44,76,86,31,93,37,0
152,16,25,53,10,38,135,8,93,37,0
74,133,100,93,37,70,135,31,113,51,0
152,70,25,93,10,2,135,158,53,37,1
12,86,100,75,66,38,70,8,93,72,0
38,135,8,32,90,70,92,25,104,43,1
152,135,17,32,43,52,16,100,93,37,0
6,92,46,93,37,28,70,25,32,121,0
28,139,5,93,37,12,92,25,53,10,1
2,70,38,93,10,76,133,46,48,91,0
12,70,100,104,125,52,135,8,53,37,0
34,92,3,53,37,74,148,17,104,21,1
38,135,100,113,37,56,70,8,93,66,1
152,139,18,32,90,2,135,49,93,66,0
12,27,25,32,129,74,70,100,104,127,0
152,133,39,53,43,12,148,100,93,37,0
12,92,25,137,21,74,148,38,93,37,0
34,19,8,32,10,12,135,25,53,66,0
152,70,100,53,40,34,16,17,68,156,1
12,133,38,93,10,34,148,100,32,15,0
152,135,8,53,37,76,70,99,32,10,0
152,135,64,32,66,25,92,20,53,40,1
152,70,8,9,10,74,148,25,93,40,0
28,139,5,9,21,152,135,48,93,40,0
56,86,100,9,21,52,92,8,93,40,1
152,148,158,93,66,157,70,8,137,37,1
157,135,115,93,37,24,148,49,9,21,1
38,92,5,23,43,52,19,34,53,40,0
69,70,49,93,37,12,135,158,53,43,1
74,148,100,53,10,12,70,17,32,15,1
12,139,138,23,43,24,135,38,32,21,1
152,135,158,93,21,61,139,39,53,43,1
152,135,100,68,10,26,148,25,93,66,0
26,139,18,93,10,51,57,157,14,66,1
52,70,25,32,10,76,27,158,93,62,1
2,27,158,137,43,152,135,31,53,44,0
152,70,38,32,43,74,139,5,93,44,1
38,135,46,9,10,52,33,25,32,72,0
34,27,100,93,40,76,70,25,9,21,1
74,148,38,9,66,55,135,49,93,10,0
2,73,158,93,37,152,70,17,32,43,1
100,133,2,48,91,152,148,95,32,66,1
34,70,25,93,43,6,135,8,53,40,0
6,148,158,93,37,152,135,25,53,21,1
36,27,25,93,85,28,109,49,32,43,0
6,109,38,93,85,12,13,83,32,21,1
38,135,39,79,43,1,133,100,53,37,1
36,70,158,53,15,69,148,8,32,10,1
6,144,49,32,21,28,92,100,53,43,1
86,139,18,9,66,61,70,38,53,10,0
12,135,38,93,43,28,148,17,53,10,0
38,133,157,75,51,34,148,39,83,10,1
152,58,59,32,37,6,135,49,9,121,0
152,16,8,93,43,76,139,25,32,66,1
34,133,8,32,21,12,148,49,104,127,1
6,86,100,53,37,147,70,49,93,51,0
34,73,17,32,43,12,148,25,53,44,0
12,109,100,93,43,138,27,64,53,37,0
38,135,100,32,5,6,27,8,4,10,1
152,133,158,104,10,2,135,46,32,21,0
