team1_champ1,team1_champ2,team1_champ3,team1_champ4,team1_champ5,team2_champ1,team2_champ2,team2_champ3,team2_champ4,team2_champ5,result
41,16,17,68,5,52,7,40,14,72,1
20,73,39,14,22,94,29,112,32,5,0
16,35,31,32,12,6,19,25,53,37,1
6,2,8,75,10,24,29,97,14,5,0
88,16,48,120,51,41,7,31,32,5,1
34,57,48,32,15,67,2,25,53,37,0
74,7,21,53,37,12,16,25,68,51,0
67,35,20,53,37,1,132,8,68,90,1
6,35,20,53,37,81,19,59,68,21,1
6,2,20,9,5,34,35,31,23,15,0
41,58,97,14,12,6,2,5,53,37,0
33,47,81,14,90,52,2,60,53,12,0
28,7,31,64,15,1,27,38,32,5,1
28,19,8,14,85,34,29,46,68,5,1
74,2,25,68,12,34,29,122,14,51,1
41,35,18,32,5,81,19,3,4,15,0
52,35,22,23,44,74,27,5,32,21,0
41,7,17,14,72,28,2,8,53,51,0
34,27,64,53,10,22,92,31,14,121,0
33,86,31,53,123,52,2,46,14,37,1
12,16,8,53,37,56,35,97,4,22,1
24,2,17,53,37,34,22,57,14,51,1
6,2,25,32,5,34,19,8,14,10,0
6,92,48,120,5,114,19,65,32,10,0
74,27,8,64,68,59,2,17,23,51,1
29,2,97,14,15,41,35,8,83,30,0
37,67,16,8,53,28,29,57,14,40,0
41,132,59,68,64,12,19,34,14,121,1
22,92,8,23,15,61,35,17,14,51,1
41,27,25,79,5,12,19,20,68,51,0
26,35,5,23,22,56,80,17,83,44,0
52,80,17,32,22,78,132,97,4,10,1
28,16,5,23,43,52,27,25,54,85,0
33,92,57,14,64,28,29,106,68,5,0
21,16,31,14,121,126,7,25,53,40,0
114,16,8,53,37,67,58,25,14,5,0
21,132,97,14,15,28,35,57,48,43,1
41,29,17,14,85,28,35,20,75,5,0
41,16,57,53,5,78,2,50,23,15,1
51,27,8,32,21,28,29,25,75,5,0
6,29,18,68,5,24,19,34,64,51,0
74,132,31,4,5,12,47,7,68,51,1
28,16,13,75,66,26,35,20,14,5,1
94,132,8,14,85,41,16,5,75,51,1
38,22,17,4,85,76,35,8,68,12,0
41,35,22,32,30,45,27,60,4,5,1
34,16,31,9,129,6,92,69,68,64,1
12,16,8,23,15,52,2,25,14,10,0
28,16,5,54,15,67,35,22,14,84,1
6,2,17,14,85,55,29,57,23,15,1
28,29,95,14,125,55,132,17,75,10,0
41,35,22,32,30,28,27,8,4,5,1
22,16,64,32,43,74,19,31,14,37,1
22,80,3,53,121,41,2,20,68,64,0
6,7,31,53,44,34,19,42,14,10,0
6,35,17,53,37,34,19,65,32,10,1
81,132,3,4,5,55,57,2,68,10,1
12,16,97,14,64,41,92,20,53,5,1
74,16,8,68,5,24,35,31,53,37,1
74,35,38,68,51,67,132,5,14,15,0
34,16,17,14,15,6,132,39,75,5,1
55,16,31,53,22,126,19,25,54,44,0
52,2,49,64,10,74,12,20,14,15,0
12,2,20,64,66,74,29,38,14,15,1
41,132,17,32,64,24,35,25,68,12,0
41,16,5,23,121,24,132,25,53,37,0
26,16,31,14,15,28,132,17,75,5,1
41,132,97,75,64,28,27,99,14,43,1
34,35,39,14,10,6,22,31,32,66,1
34,19,31,32,12,33,35,17,68,140,1
34,27,116,4,10,28,132,25,68,5,1
28,103,5,32,140,86,132,8,68,85,0
24,132,83,64,21,86,47,48,68,5,1
24,103,31,68,12,94,132,8,75,10,0
12,2,25,4,5,6,35,48,14,85,0
1,22,49,14,64,28,27,31,32,10,0
55,7,64,53,40,28,16,5,32,12,1
41,35,17,14,43,28,58,8,32,15,0
41,35,17,14,43,28,58,57,32,5,0
45,22,139,14,90,28,96,31,75,66,0
12,2,20,14,85,88,132,31,68,15,0
28,27,5,64,30,41,29,25,23,44,1
126,35,99,32,90,24,29,31,68,22,0
34,19,8,68,51,52,35,83,14,66,1
41,7,57,14,37,34,2,17,68,10,1
39,132,20,14,5,6,27,82,54,64,1
12,27,17,68,5,34,92,13,75,66,0
24,7,5,4,43,67,2,8,53,37,0
41,16,8,53,66,24,2,21,14,44,1
24,12,83,64,15,22,35,31,53,37,1
24,132,97,53,37,6,16,17,68,43,1
52,103,5,32,37,48,22,17,68,10,0
59,27,97,14,64,67,35,20,23,85,0
74,29,31,68,64,67,130,8,23,85,0
28,7,8,14,37,12,2,25,23,121,1
34,132,8,14,85,6,29,76,68,5,1
34,132,8,14,15,6,105,76,68,5,1
28,77,64,68,10,41,27,116,53,123,1
34,19,8,68,51,52,35,83,14,66,1
26,57,67,68,5,28,132,31,9,44,0
34,2,8,23,15,28,19,20,14,37,0
39,16,3,9,22,24,128,92,2,6,1
55,7,64,53,40,28,16,5,32,12,1
34,7,17,4,37,33,29,20,14,90,1
34,16,17,68,12,6,2,8,53,64,1
28,16,17,54,5,34,2,3,14,10,1
41,80,97,68,64,55,27,20,14,5,0
41,16,3,14,15,24,133,17,75,37,1
26,57,67,68,5,28,132,31,9,44,0
12,132,8,68,51,41,35,76,32,10,1
12,132,3,32,37,24,35,17,68,15,0
34,132,31,75,15,28,103,8,14,90,0
28,132,97,68,51,1,27,128,14,12,1
33,27,5,4,15,34,35,17,9,41,1
41,27,116,14,10,34,132,100,75,5,1
55,132,17,14,37,41,27,25,53,44,1
28,132,141,4,15,41,29,97,68,51,0
74,19,31,14,10,6,29,97,23,5,1
54,22,3,64,5,6,27,49,14,85,1
59,132,64,32,85,52,16,20,14,5,1
21,2,46,32,85,74,19,5,14,37,1
28,27,8,4,5,56,80,57,14,40,0
21,29,48,14,51,40,27,112,68,5,1
56,16,8,104,129,21,29,89,68,44,1
34,2,39,14,64,28,19,81,4,90,0
24,92,8,14,85,6,7,69,23,10,1
55,80,141,48,37,12,19,18,14,10,0
24,80,8,14,85,12,132,59,75,37,1
28,132,25,113,5,12,80,64,48,37,0
12,16,8,14,90,6,27,97,75,5,1
41,2,64,75,43,28,35,48,14,5,1
34,29,8,23,85,33,16,17,14,15,1
12,16,39,75,51,74,27,25,14,37,1
59,29,39,75,15,55,27,8,14,85,1
24,132,8,53,37,21,136,83,134,85,1
34,132,112,9,85,33,27,25,79,21,0
34,77,31,9,43,30,27,39,53,37,1
67,29,48,53,12,52,132,39,4,85,0
52,132,13,113,37,33,136,101,14,43,0
30,132,8,4,37,74,29,20,14,85,0
34,29,51,14,12,33,132,97,75,15,0
28,132,17,14,10,86,29,97,68,85,0
52,29,97,14,10,28,35,8,9,15,1
67,2,97,14,85,28,16,25,68,15,1
12,27,97,14,85,52,29,17,53,62,1
52,92,97,14,85,74,27,25,75,66,0
33,19,39,75,85,28,16,31,14,12,1
34,35,31,4,15,33,29,39,75,85,0
24,29,8,14,10,94,132,17,75,15,1
6,27,38,14,51,24,19,17,53,37,1
24,16,25,68,12,59,7,21,4,85,1
59,19,8,14,85,41,29,83,68,12,1
24,136,31,23,85,59,2,39,14,15,0
74,2,31,68,51,12,27,39,9,21,0
41,27,25,93,5,24,35,31,14,10,0
28,35,83,4,5,34,2,8,32,15,0
34,19,112,14,10,33,35,31,75,37,1
28,132,31,14,5,6,35,83,75,66,0
74,35,65,14,10,59,19,8,53,37,0
6,7,39,9,64,33,57,48,68,10,1
74,132,97,14,10,67,92,8,75,66,0
34,35,48,143,43,33,29,8,9,66,0
41,92,39,53,5,1,27,49,14,85,0
41,27,39,14,10,114,7,31,75,66,1
34,132,3,9,15,74,16,115,68,5,0
52,29,13,54,10,55,132,64,75,85,0
12,27,8,14,90,94,132,25,68,5,0
12,16,64,14,37,55,132,5,23,43,1
28,136,102,9,51,12,17,7,53,37,0
56,16,17,75,15,52,29,97,134,37,0
12,2,64,14,85,33,27,25,68,66,1
12,19,18,23,15,39,27,34,14,51,1
24,27,64,113,85,6,29,20,14,66,1
41,27,25,68,66,74,57,31,113,85,1
41,2,8,68,140,28,16,25,14,40,1
12,29,20,4,43,67,2,17,68,140,0
74,132,97,4,43,41,136,17,53,37,1
28,2,31,9,44,41,103,5,14,66,0
41,27,65,14,5,51,29,97,75,66,1
24,29,31,68,85,6,27,82,53,37,1
67,16,25,68,140,12,2,17,142,40,1
21,132,49,4,30,94,29,25,68,43,0
12,2,46,14,10,67,16,17,23,15,0
52,7,25,9,64,41,132,17,68,21,0
41,27,97,68,140,28,47,57,54,10,0
24,47,48,4,85,33,19,17,75,15,1
28,132,46,68,30,33,136,8,4,5,1
33,108,97,14,66,74,77,20,9,85,1
55,16,3,9,85,61,133,25,75,66,1
24,29,17,68,140,41,27,57,14,121,1
30,27,59,54,129,39,29,83,9,12,1
26,16,64,9,85,28,132,63,68,21,1
33,35,21,71,37,74,77,8,14,85,0
30,27,83,14,90,24,12,97,23,15,1
12,2,39,68,140,74,27,97,64,85,1
59,35,31,68,140,74,2,8,9,21,1
52,2,46,68,140,59,29,17,4,85,1
41,2,3,14,37,34,35,20,75,10,1
52,132,72,113,37,24,2,25,14,15,0
28,29,5,9,85,52,27,8,68,66,1
24,132,20,14,15,39,136,83,68,5,1
28,27,97,68,10,67,16,20,14,5,1
126,132,8,32,37,33,29,3,68,140,0
24,132,20,64,85,67,92,25,75,66,1
74,27,39,68,51,67,29,24,4,5,0
94,2,97,68,5,101,27,8,9,12,0
74,27,97,68,51,6,109,8,4,10,1
94,27,8,14,15,39,29,20,113,85,0
41,27,97,14,30,128,2,38,53,37,1
26,35,46,9,123,41,16,31,32,21,0
6,2,97,68,43,28,16,46,4,90,0
39,16,31,14,85,88,27,20,75,66,1
33,16,39,4,85,24,27,3,14,10,1
24,29,25,14,37,33,16,57,4,129,0
41,92,97,14,5,128,2,25,75,10,1
56,29,8,4,85,6,2,17,75,15,1
6,2,50,32,85,24,27,25,53,37,0
56,16,8,4,64,24,27,5,14,15,0
113,19,31,68,140,74,27,8,9,90,1
74,19,3,53,37,76,16,46,143,129,0
74,16,3,53,37,12,29,83,4,15,1
34,16,8,75,5,24,80,57,14,10,1
41,16,17,14,90,28,2,46,75,15,1
28,29,100,68,30,41,27,25,14,90,0
98,29,39,4,51,52,27,8,32,5,0
34,16,8,75,5,28,96,57,14,10,1
28,19,5,4,85,41,29,24,68,86,0
34,108,83,120,37,55,132,145,141,85,0
147,132,8,53,43,16,54,5,12,40,1
56,16,8,14,84,51,132,39,93,85,1
45,103,8,93,85,56,27,25,104,62,1
55,80,8,68,140,33,2,97,119,37,0
24,132,17,14,37,33,41,99,48,121,1
74,132,8,137,140,6,27,21,93,40,1
74,132,25,9,12,28,27,8,93,44,0
24,27,8,75,15,55,132,39,14,85,1
33,132,25,104,62,12,136,97,75,21,1
41,16,17,93,15,39,19,51,9,85,0
74,132,25,9,43,76,16,17,4,85,1
24,2,97,64,15,74,16,141,75,85,0
24,27,99,93,85,74,132,39,68,140,0
59,132,12,68,140,24,27,8,93,21,0
33,57,64,53,85,28,29,7,99,37,1
56,132,100,75,15,28,136,20,134,5,1
69,109,18,93,85,52,27,115,32,66,0
74,132,141,113,10,52,92,64,14,5,1
94,7,39,68,51,28,80,5,32,125,0
52,7,115,32,66,69,92,112,68,15,1
132,83,50,56,21,124,131,39,68,140,0
67,73,17,79,44,39,2,8,68,85,0
28,110,64,83,121,56,27,17,68,37,0
41,27,46,134,15,24,70,112,75,85,0
41,29,20,93,85,128,70,38,32,86,0
67,27,8,68,43,24,29,97,93,140,0
28,19,5,68,15,103,27,31,79,85,0
52,132,46,68,140,24,2,5,14,85,1
74,132,46,75,43,59,103,5,14,85,0
52,136,97,14,85,24,132,141,32,15,0
34,103,101,75,85,76,132,97,14,15,0
74,19,51,14,15,24,132,141,32,85,1
24,132,8,14,92,56,108,50,68,117,1
52,108,17,137,37,24,132,20,47,15,0
94,132,20,128,15,12,108,48,14,37,1
24,132,8,93,43,33,108,3,134,37,0
52,27,8,54,40,12,132,97,83,85,1
21,29,48,9,51,28,80,25,32,66,0
56,77,64,9,117,6,35,81,104,68,0
28,29,3,83,15,45,47,103,68,133,1
28,29,49,54,51,55,132,3,137,15,0
86,19,20,134,37,6,16,17,83,15,1
74,58,59,128,85,24,19,51,14,15,1
28,19,39,9,85,33,58,20,99,15,1
117,16,20,99,85,6,133,106,104,62,0
34,19,5,9,66,12,16,31,104,21,0
24,16,8,32,21,41,2,25,104,117,1
45,29,20,64,133,28,132,83,141,85,1
76,29,8,83,44,12,58,25,4,10,1
52,29,83,104,62,48,132,49,14,37,1
56,16,39,93,84,52,27,46,137,15,1
24,27,8,113,85,67,7,12,64,133,1
28,92,17,83,125,24,132,97,75,15,0
74,29,48,83,66,33,12,17,23,85,1
74,80,25,9,66,29,59,83,15,86,1
74,132,83,64,37,28,27,8,14,85,1
74,27,65,104,62,55,92,5,83,21,0
41,27,5,14,66,52,33,51,13,68,0
52,58,51,9,90,56,29,48,134,37,1
24,33,69,64,21,55,29,20,93,15,0
67,27,8,14,40,56,2,97,93,43,1
52,27,8,68,21,88,29,83,104,62,0
94,29,21,93,12,45,33,25,23,15,1
74,132,39,93,15,24,27,8,4,12,1
67,27,39,93,37,74,33,127,23,44,1
67,33,60,23,85,88,2,64,93,37,0
61,103,3,137,85,55,33,39,93,37,1
74,2,17,75,85,76,80,145,14,44,0
74,27,3,9,5,56,33,25,75,37,0
74,108,83,9,129,67,33,17,68,140,0
56,7,57,9,21,88,27,17,93,37,1
6,19,8,83,37,33,2,60,93,10,1
74,29,8,32,51,67,33,17,83,37,1
33,16,8,32,15,24,29,83,93,37,0
34,29,3,137,66,12,80,17,93,37,1
24,29,25,93,15,56,19,83,137,5,1
34,33,46,14,15,39,70,122,75,85,0
98,29,8,134,15,88,33,20,93,21,0
94,132,17,68,140,56,33,112,14,37,1
21,16,83,14,84,88,33,101,93,40,1
33,2,25,93,5,16,103,8,137,44,0
52,27,39,134,21,30,103,38,14,15,0
76,27,3,137,44,67,16,100,14,85,1
67,16,39,14,37,34,27,112,134,43,0
16,33,38,68,140,103,29,8,53,85,1
67,103,97,14,37,39,27,8,137,43,1
55,33,5,93,37,26,27,31,83,123,0
147,19,34,134,21,33,58,3,93,37,1
52,27,39,14,85,21,7,112,75,37,0
67,132,34,14,15,103,16,17,23,85,1
56,135,8,93,37,67,132,17,53,15,1
28,62,48,64,90,45,27,8,83,21,1
74,29,48,93,21,94,62,103,64,37,0
56,27,8,4,43,28,16,25,75,37,0
34,27,57,137,15,52,132,8,93,85,1
74,7,25,137,85,56,29,57,53,37,0
33,27,38,137,37,74,103,85,8,14,1
76,16,8,134,37,28,19,51,137,140,0
34,27,112,75,5,55,132,39,14,123,1
86,27,8,14,90,88,16,17,75,37,0
38,2,21,93,37,103,33,8,79,85,0
74,132,65,14,85,76,33,112,75,15,0
56,132,8,68,140,34,77,103,53,37,0
61,27,25,68,140,36,33,56,93,37,0
24,70,38,14,85,94,19,103,23,15,1
39,62,51,14,15,74,27,8,4,85,0
21,27,24,93,85,33,132,39,137,44,1
12,33,34,83,87,26,103,25,93,85,1
56,132,39,14,43,21,55,48,75,10,1
13,33,31,137,85,28,103,25,93,15,0
34,29,145,93,15,111,33,39,14,85,1
34,62,25,93,12,111,132,8,79,85,1
21,16,8,93,37,34,19,20,14,85,0
28,139,5,14,85,24,33,83,64,12,1
12,16,97,137,140,21,139,18,14,5,0
21,12,112,93,40,6,103,39,14,43,0
103,13,25,93,15,51,62,141,9,64,1
24,16,64,4,66,6,103,39,14,43,0
45,136,99,83,85,33,7,103,47,15,0
56,16,64,54,5,24,29,103,137,37,1
55,16,21,93,5,28,139,25,137,37,1
74,16,57,64,37,55,139,95,68,140,0
45,29,25,83,15,152,148,48,93,85,1
41,33,40,142,84,27,103,8,93,85,1
103,1,5,79,85,45,41,3,93,10,0
55,13,39,9,37,51,62,46,93,66,1
24,29,25,75,85,55,132,8,14,66,1
148,29,103,99,37,152,33,20,93,121,0
34,33,31,14,44,6,70,64,93,37,0
45,29,34,99,85,152,33,100,64,51,0
52,62,51,9,10,39,92,8,93,85,1
33,27,5,142,40,51,7,50,54,37,1
52,13,65,93,21,6,62,7,142,40,1
36,29,148,83,85,88,33,5,71,37,0
20,147,70,143,39,26,132,115,4,37,0
69,139,83,14,85,12,16,148,137,15,1
152,132,59,93,12,26,35,34,83,85,0
152,13,51,120,68,38,29,48,93,15,0
33,62,48,68,123,21,16,25,93,15,0
69,16,8,93,12,103,47,89,53,85,0
103,33,69,83,85,24,19,145,68,140,1
36,16,8,83,10,40,7,51,14,44,1
52,2,50,83,15,33,35,5,75,12,1
51,139,59,9,129,74,62,40,93,43,0
12,139,18,83,15,51,19,5,93,10,1
74,139,51,54,40,52,152,25,93,15,0
28,13,20,14,66,33,12,25,93,21,1
103,62,38,137,85,51,139,39,75,37,0
41,62,51,142,64,21,16,112,83,12,0
52,139,112,83,15,28,103,39,64,84,1
67,62,46,14,37,51,7,112,142,40,0
33,13,39,9,44,70,139,18,83,5,0
88,16,64,93,40,103,7,5,137,10,0
56,139,48,93,62,51,103,5,79,43,0
74,139,103,14,85,6,62,148,75,66,1
34,29,95,93,43,33,77,83,9,37,1
55,139,25,14,15,24,148,57,83,51,1
28,70,8,14,43,103,73,152,7,10,1
40,70,25,93,15,76,62,8,137,51,1
1,152,148,79,37,28,139,112,53,140,1
56,16,8,83,40,76,132,25,68,140,1
152,132,39,93,21,38,62,20,79,40,0
152,132,48,93,44,34,62,25,79,37,0
152,139,18,104,37,70,29,95,68,120,0
51,132,8,14,66,55,62,70,83,15,0
51,132,8,137,15,70,139,39,83,85,0
67,13,48,79,21,74,62,83,68,140,1
70,19,52,14,44,103,73,148,23,10,1
56,13,101,113,51,74,132,31,137,37,0
51,16,8,9,21,6,62,70,14,85,0
34,132,3,32,15,74,13,20,137,10,1
33,62,51,137,37,103,70,100,32,43,0
67,70,25,142,40,13,7,34,14,43,0
34,51,68,140,13,74,132,21,14,43,0
70,62,51,14,15,152,132,48,75,66,1
70,62,46,83,43,13,109,21,137,44,1
70,16,64,14,85,103,19,148,83,43,1
103,132,152,137,85,70,62,112,32,43,1
74,132,152,137,10,70,62,38,14,43,1
152,132,34,53,37,6,70,65,14,43,1
70,132,21,142,40,94,16,25,68,140,1
24,62,48,137,44,6,70,22,9,21,0
51,7,40,79,44,70,62,83,23,10,1
152,29,20,83,15,38,62,48,137,43,0
70,19,34,32,43,74,118,17,93,37,0
34,13,48,14,15,74,19,112,83,43,1
103,139,76,93,90,55,148,39,9,21,1
74,132,39,137,37,51,33,82,14,44,1
76,13,152,53,43,56,132,25,93,44,1
55,132,21,137,44,39,13,76,134,43,0
56,13,148,93,37,152,132,3,14,43,1
74,13,148,14,10,51,7,8,93,15,1
56,62,34,14,12,51,13,76,83,85,1
39,62,34,14,15,83,13,74,54,85,1
70,152,97,83,15,13,80,8,137,43,1
74,19,34,23,51,33,62,48,9,44,1
52,132,25,68,140,34,29,48,53,43,1
52,13,48,83,43,70,132,25,14,10,0
70,19,48,137,15,74,103,17,32,21,1
94,13,39,137,21,28,70,152,9,43,0
21,135,100,68,140,74,132,25,32,122,1
70,13,76,53,43,40,7,67,9,44,1
39,132,76,79,10,70,29,46,9,43,0
152,13,76,79,43,70,132,46,9,10,1
70,13,99,14,43,52,103,21,137,10,1
70,107,103,23,85,67,13,51,14,12,0
94,132,8,14,43,103,13,48,83,10,1
76,132,3,93,37,6,7,70,79,21,1
55,13,116,75,85,70,103,101,14,43,1
74,152,48,14,85,51,7,8,137,43,1
76,27,72,137,140,52,13,39,134,43,1
39,132,76,23,85,55,27,72,100,87,1
70,33,40,93,72,103,92,13,14,43,0
6,13,95,14,10,39,139,103,9,66,0
34,139,76,14,15,67,13,103,93,43,1
40,7,51,9,44,101,13,20,14,43,0
70,2,17,9,15,51,132,48,14,85,1
70,27,152,134,43,52,2,100,9,44,1
70,2,100,9,10,51,132,116,14,43,0
51,13,116,83,43,70,132,100,14,10,1
56,13,76,68,30,70,132,46,83,43,1
34,139,76,14,15,55,13,103,128,43,0
56,139,48,93,37,133,13,34,9,43,0
6,13,8,14,51,38,62,48,83,43,1
74,7,40,68,140,94,12,8,14,51,0
70,16,97,71,10,103,19,8,14,85,0
70,13,25,9,44,103,73,38,53,85,0
103,33,8,68,140,48,13,38,53,85,0
74,13,48,83,43,39,139,70,137,85,1
76,13,25,53,43,55,132,48,9,10,1
34,132,25,53,37,33,27,64,9,43,1
76,132,39,53,85,34,27,99,83,43,1
55,135,152,9,15,34,13,48,14,43,0
6,13,83,14,43,126,29,48,68,30,1
94,13,48,14,44,38,139,83,32,43,1
94,132,8,14,43,152,29,76,75,15,1
152,132,8,137,85,48,13,38,53,43,0
6,13,34,32,43,39,132,48,137,140,1
34,139,97,53,37,101,77,51,93,43,1
41,135,38,53,37,6,12,83,32,43,1
56,13,76,9,66,70,132,99,14,43,0
51,13,76,9,66,70,132,64,14,10,0
70,16,21,83,10,34,133,8,14,43,1
38,33,70,9,21,78,135,103,99,43,1
61,13,103,14,43,69,148,51,9,15,1
52,27,72,9,129,39,13,83,137,37,0
74,107,83,9,85,6,7,40,14,65,0
51,13,83,134,37,34,148,64,9,65,1
6,27,103,64,37,152,133,39,9,43,0
70,103,101,137,43,51,139,25,9,66,0
28,13,70,9,43,148,139,17,113,66,1
33,132,25,137,21,51,135,8,9,117,1
70,148,8,14,40,51,135,39,83,21,1
41,148,38,142,43,67,27,82,75,5,1
51,139,18,9,43,86,135,38,137,5,0
6,13,48,137,21,63,148,52,83,117,1
21,135,25,93,37,70,12,51,104,64,0
52,27,21,93,62,48,70,38,9,5,0
103,135,17,9,37,51,7,64,137,43,0
74,139,103,113,43,61,7,112,137,37,1
70,139,17,14,43,61,13,101,83,66,0
70,33,21,9,43,152,135,100,134,40,0
70,92,152,83,40,51,27,38,93,21,1
76,135,3,9,5,28,33,40,93,37,1
152,7,40,93,5,38,107,103,9,12,1
148,47,51,137,37,152,27,100,9,129,0
78,13,83,4,37,34,7,40,68,140,1
103,13,148,9,10,34,132,97,79,21,1
103,107,83,93,85,70,18,139,9,44,0
34,33,21,9,44,52,135,103,64,10,0
152,132,83,134,40,6,135,18,9,21,0
74,139,8,4,37,103,70,39,93,21,1
41,33,38,53,21,78,139,40,4,121,0
148,33,46,79,40,152,105,70,9,37,1
70,33,39,93,21,51,135,152,9,15,0
70,152,49,9,37,74,135,51,17,68,1
70,12,51,83,40,21,27,152,68,56,1
55,135,97,9,51,39,103,76,137,21,0
70,135,3,9,66,51,33,8,68,140,1
148,135,17,9,90,51,13,64,83,66,0
52,148,25,137,64,48,13,34,99,10,0
152,135,8,9,44,28,70,25,134,43,0
51,135,25,9,43,52,47,70,64,84,1
34,135,46,68,55,103,57,148,79,129,1
59,33,21,134,43,34,13,76,9,66,0
69,70,51,83,125,33,132,20,9,129,1
152,135,21,113,43,51,13,17,9,129,1
103,135,115,68,88,148,27,46,53,40,0
148,29,46,9,44,103,135,152,83,43,1
78,27,38,23,43,12,135,70,93,5,1
74,135,40,113,84,48,70,46,9,43,1
51,13,17,9,5,70,139,48,14,10,0
70,139,48,68,140,51,13,59,9,43,1
70,29,148,53,21,55,135,97,9,43,0
148,13,51,9,5,34,139,48,14,43,0
133,13,51,137,44,70,135,103,128,85,1
24,13,38,53,37,51,58,5,113,43,1
73,135,17,137,37,67,70,25,53,40,1
152,153,38,137,37,74,13,48,9,43,1
21,135,38,83,15,1,58,40,9,66,0
34,73,39,142,40,6,58,112,9,64,0
152,135,31,71,43,38,70,39,9,12,1
51,13,103,14,43,70,135,46,9,44,0
148,27,141,79,40,55,135,97,137,43,0
56,135,64,104,40,21,16,76,137,10,1
21,135,97,104,37,40,16,99,79,85,0
48,135,21,14,43,74,13,9,75,37,1
39,13,76,137,43,21,7,148,79,10,0
56,139,148,93,37,52,13,101,137,43,1
51,7,101,113,43,103,135,97,9,129,0
51,16,116,142,40,103,135,3,9,66,1
70,135,39,137,64,73,13,48,68,51,0
152,148,39,32,12,70,92,61,137,117,1
51,13,148,32,10,70,135,38,53,44,1
51,148,40,4,121,103,7,21,137,43,0
103,13,49,14,10,70,135,38,68,55,1
51,139,101,75,43,103,13,8,14,85,0
74,148,21,54,44,103,135,31,9,66,0
48,19,34,99,43,52,70,25,137,37,1
70,33,31,71,43,76,135,69,83,21,1
70,12,38,68,5,148,135,39,53,10,0
38,70,52,93,84,51,19,39,113,43,0
34,19,48,68,56,6,13,148,137,66,1
103,13,59,14,85,51,139,8,48,43,1
70,47,148,9,44,103,13,48,54,10,1
34,135,40,53,44,103,13,97,9,10,0
34,13,48,137,85,70,139,101,14,121,1
55,139,76,9,43,136,148,25,113,37,1
136,139,83,113,37,88,13,95,137,43,0
152,133,103,137,43,52,135,128,83,21,1
34,7,21,75,10,51,139,97,83,85,1
33,13,25,104,121,74,139,51,137,37,0
38,139,18,113,43,70,33,31,137,37,1
38,135,34,9,44,52,33,39,137,5,0
148,33,8,137,43,152,70,25,83,15,1
34,7,97,79,44,74,13,48,53,37,0
94,135,39,79,43,152,33,48,9,10,1
152,2,31,53,37,94,33,39,137,12,1
34,135,8,83,10,28,139,46,68,51,1
86,152,51,53,37,28,33,13,104,10,0
40,7,148,64,12,51,139,97,137,21,1
39,70,34,99,10,74,13,48,104,43,1
152,19,34,9,51,74,70,97,99,43,1
28,135,31,71,44,70,13,99,113,84,1
133,139,51,9,43,136,70,112,53,37,0
152,103,59,137,85,48,139,148,68,12,1
21,7,40,83,10,148,73,152,137,5,0
1,70,76,137,21,34,7,40,9,66,0
148,135,38,53,37,152,7,34,128,5,1
152,13,51,93,43,34,33,49,137,37,0
103,33,31,104,10,70,135,101,93,37,1
6,12,8,137,43,51,7,40,9,66,0
73,139,34,137,5,148,19,97,9,43,1
73,135,38,68,12,34,139,39,137,101,1
6,135,39,68,5,38,73,70,137,85,1
152,73,70,14,15,34,16,39,99,66,0
59,16,97,68,152,21,70,8,83,15,0
103,73,13,104,85,70,139,101,83,10,1
6,27,39,14,43,40,148,25,137,10,0
67,148,39,142,40,103,107,34,137,21,1
152,103,64,9,5,40,70,57,137,43,1
34,135,17,9,43,21,70,99,104,62,1
52,7,100,64,43,34,148,152,9,44,0
152,33,39,134,90,133,148,38,137,21,0
69,135,103,137,21,28,33,5,54,40,1
148,12,39,9,43,61,70,38,53,37,0
33,19,48,137,133,51,70,25,9,44,0
148,133,38,9,66,152,16,106,53,37,1
148,33,38,68,120,36,7,103,137,37,0
38,135,21,14,10,24,139,95,142,43,0
21,6,3,93,37,136,35,70,9,90,0
73,139,48,79,44,148,33,71,64,10,1
34,139,48,9,10,6,70,97,137,37,1
148,70,152,53,37,28,139,48,79,10,0
59,2,21,9,15,34,13,148,137,10,0
103,70,49,113,37,67,16,8,93,121,1
152,27,5,104,43,38,70,39,53,37,0
6,33,39,137,21,100,16,48,99,10,0
73,33,97,137,21,16,12,48,99,10,0
34,70,21,104,10,148,139,39,53,37,0
21,139,95,142,51,152,135,57,134,43,1
34,139,112,53,37,74,135,39,51,68,1
52,152,148,75,37,147,92,13,83,43,0
103,33,39,113,37,76,70,101,9,44,0
6,148,38,9,43,51,135,21,99,5,0
24,135,49,113,43,38,33,48,137,5,1
73,70,49,68,136,152,27,38,99,37,1
86,103,8,137,123,63,70,38,9,66,0
103,139,39,14,10,148,33,38,9,85,0
78,135,21,9,64,52,133,17,113,37,0
38,135,148,68,99,51,133,101,113,66,1
34,2,31,79,10,148,139,152,137,37,0
148,139,59,137,85,28,2,5,79,21,0
38,148,70,9,66,94,33,49,68,5,0
94,33,17,137,21,40,7,51,99,10,0
148,16,31,53,43,133,33,38,79,44,1
76,135,46,9,129,152,33,31,134,43,1
152,153,38,53,37,28,70,31,104,10,0
74,70,152,113,37,133,148,38,14,43,1
73,139,76,137,21,39,19,34,9,121,1
76,70,46,53,37,52,139,65,104,10,0
38,135,40,53,44,94,33,31,113,5,1
94,92,49,83,37,136,139,18,68,133,0
21,139,103,4,43,136,70,38,142,40,1
38,29,48,134,44,136,33,49,137,43,1
